code,name,eog_score_black
360372,Warlick Academy,N/A
360376,Costner Elementary,N/A
360378,Stuart W Cramer High,59.5
360380,Cramerton Middle,63.5
360390,East Gaston High,65.3
360392,Edward D Sadler Jr Elementary School,38.9
360394,Webb Street School,N/A
360396,Forestview High,49.2
360400,Gardner Park Elementary,44.6
360408,W P Grier Middle School,33.6
360418,Highland Sch of Technology,>95
360420,Hawks Nest STEAM Academy,69.1
360426,Holbrook Middle,44.4
330358,Tarboro High,27.2
360430,J B Page Primary School,N/A
360431,John Chavis Middle School,42
360432,Kiser Elementary,28.6
360436,Bessemer City Middle,30.3
360438,Lingerfeldt Elementary,21.9
360440,Lowell Elementary,34.2
360448,McAdenville Elementary,N/A
360456,Mount Holly Middle,48.4
360464,New Hope Elementary,62.5
360468,North Belmont Elementary,31.8
360470,North Gaston High,35.1
360478,Pinewood Elementary,55.8
360480,Pleasant Ridge Elementary,31.7
360482,Ida Rankin Elementary School,47.8
360488,Robinson Elementary,31.1
360490,Sherwood Elementary,33.2
360492,H H Beam Elementary,20.1
360494,South Point High,63.6
340330,Carver High,23.1
360498,Southwest Middle,43.5
360499,Springfield Primary,N/A
360500,Stanley Middle,55.6
360504,Tryon Elementary,37.5
360510,W A Bess Elementary School,37.5
360514,W C Friday Middle School,46
360520,Woodhill Elementary,32.1
360526,York Chester Middle,38.1
360550,Gaston Virtual Academy,N/A
370304,Buckland Elementary,42.1
370308,Central Middle School,40.5
370312,Gates County Senior High,38.3
370316,Gatesville Elementary,50
370324,T S Cooper Elementary,24.3
380306,Robbinsville Elementary,N/A
380308,Robbinsville High,N/A
380310,Robbinsville Middle,N/A
390309,Butner-Stem Middle,35.8
390311,Butner-Stem Elementary,38.3
390312,C. G. Credle Elementary,39.4
390314,Phoenix Academy,N/A
390316,Creedmoor Elementary,33.9
390320,G. C. Hawley Middle,47.1
390321,Granville Academy,N/A
390322,Granville Central High,34.3
390323,Granville Early College High,N/A
390331,Mary Potter Middle,35.3
390333,Mount Energy Elementary,35.5
390334,Northern Granville Middle,32.1
390336,Joe Toler-Oak Hill Elementary,54.3
390352,South Granville High,36.2
390360,Stovall-Shaw Elementary,31.5
390362,Tar River Elementary,54.8
390364,West Oxford Elementary,28.3
390368,Wilton Elementary,75.9
400308,Greene Central High,28.5
400312,Greene County Middle,25.4
400315,Greene Early College High,N/A
400318,Greene County Intermediate,30.7
400321,Snow Hill Primary,N/A
400332,West Greene Elementary,31.3
410304,Alamance Elementary,60.4
410307,Edwin A Alderman Elementary,45.3
410310,Allen Jay Elementary,31.5
410311,Allen Jay Middle - A Preparatory Academy,55.3
410313,Southern Guilford Middle,39.2
410316,Allen Middle,35.4
410319,T Wingate Andrews High,25.8
410322,Archer Elementary,50.5
410325,Swann Middle School,37.6
410326,Middle College High at Bennett,75.6
410328,Bessemer Elementary,30.5
410331,Bluford Elementary,28.6
410334,Brightwood Elementary,42
410337,Brooks Global Elementary,70.3
410340,Monticello-Brown Summit Elem,31.4
410341,Brown Summit Middle,>95
410343,Claxton Elementary,42.6
410346,Colfax Elementary,69.8
410349,Ceasar Cone Elementary,20.3
410355,James B Dudley High,34.1
340460,North Forsyth High,19.3
410358,Eastern Guilford High,30.6
410361,Erwin Montessori,54.4
410364,Fairview Elementary,25.2
410366,Waldo C Falkener Sr Elementary,32.6
410367,Ferndale Middle,25.4
410370,Florence Elementary,62.4
410373,Julius I Foust Elementary,36.7
410376,Cyrus P Frazier Elementary,40.4
410379,Gateway Education Center,N/A
410382,Gibsonville Elementary,65.3
410385,Gillespie Park Elementary,28
410388,General Greene Elementary,57.4
410390,GC Middle College High,N/A
410391,Penn-Griffin Schools,35.8
410394,Grimsley High,41.1
340486,Parkland High,22.6
410395,Early College at Guilford,N/A
410397,Western Guilford Middle,41.1
410398,Doris Henderson Newcomers Sch,N/A
410399,Middle College at GTCC-Greensboro,79.4
410400,Guilford Elementary,52.1
410401,GTCC Middle College High,N/A
410402,Otis L Hairston Sr Middle,26.4
410403,Hampton Elem Univ Partnership,39.4
410407,Kearns Academy,N/A
410408,Middle College at GTCC-High Point,N/A
410409,Hunter Elementary,51.7
410412,Irving Park Elementary,27.5
410415,Jackson Middle,29.8
410418,Jamestown Elementary,49.5
410421,Jamestown Middle,34.6
410423,Jefferson Elementary,55.6
410424,Jesse Wharton Elem,58.6
410427,Johnson Street Global Studies,41.7
410430,David D Jones Elementary,51.9
410436,James Y Joyner Elementary,46.1
410437,Kernodle Middle,58.6
410439,Kirkman Park Elementary,24.7
410442,Kiser Middle,41.4
410448,Lincoln Academy,45.3
410451,John Van Lindley Elementary,46.2
410454,Madison Elementary,50
410457,Herbin Metz Education Center,N/A
410458,C Joyner Greene Education Center,N/A
410460,Eastern Guilford Middle,37.1
410461,McLeansville Elementary,40.4
410462,Ronald E. McNair Elementary,40.8
410463,Mendenhall Middle,39.4
410464,Haynes Inman Education Center,N/A
410466,Millis Road Elementary,59
410469,Montlieu Academy of Technology,28.6
410472,Morehead Elementary,63.5
410478,Murphey Traditional Academy,26.4
410481,Nathanael Greene Elementary,N/A
410483,Middle College at NC A&T,55.6
410484,Northeast Guilford High,30.4
410486,Northern Guilford Elementary,74.4
410487,Northeast Guilford Middle,37.9
410488,Northern Guilford Middle,54.8
410489,Northern Guilford High,47
410490,Northwest Guilford High,54.7
410491,EP Pearce Elementary,65.4
410493,Northwest Guilford Middle,66.9
410496,Northwood Elementary,27.9
410499,Oak Hill Elementary,32
410502,Oak Ridge Elementary,N/A
410505,Oak View Elementary,25.4
410508,Page High,28.3
410511,Parkview Village Elementary,29.7
410514,Clara J Peck Elementary,32.5
410517,Peeler Open Elementary,34.8
410522,Pilot Elementary,40.2
410523,Pleasant Garden Elementary,37.1
410529,Lucy Ragsdale High,32.1
410530,Reedy Fork Elementary,42
410532,Rankin Elementary,29.7
410533,SCALE School,N/A
410534,Pruette SCALE Academy,N/A
410535,Sedalia Elementary,48.6
410538,Sedgefield Elementary,35.5
410541,Shadybrook Elementary,40.5
410542,George C Simkins Jr Elementary,44.8
360336,Bessemer City High,7.9
410547,Southeast Guilford High,51.3
410550,Southeast Guilford Middle,52
410553,Southern Elementary,N/A
410556,Southern Guilford High,33.7
360428,Hunter Huss High,28.2
410559,Southwest Elementary,72.1
410562,Southwest Guilford High,31
410565,Southwest Guilford Middle,41.5
410568,Sternberger Elementary,31.3
410569,STEM Early College @ NC A&T SU,93.2
410571,Stokesdale Elementary,N/A
410574,Summerfield Elementary,65
410577,Sumner Elementary,42.9
410578,Triangle Lake Montessori Elem,49.8
410579,UNCG Early/Middle College,82.5
410580,Union Hill Elementary,38.1
410583,Vandalia Elementary,29
410586,Washington Elementary,29
410589,Philip J Weaver Ed Center,65.6
410592,Welborn Middle,27.1
410595,Western Guilford High,43.2
410598,Wiley Accel/Enrichment,19.4
420304,Aurelian Springs Institute of Global Lea,44.9
420316,Scotland Neck Elementary Leadership Acad,28.1
420324,Enfield Middle S.T.E.A.M. Academy,32.8
420328,Everetts Elementary S.T.E.M. Academy,29.2
420336,Hollister Elementary Leadership Academy,59.1
420340,Inborden Elementary S.T.E.A.M. Academy,40.2
420348,Pittman Elementary Leadership Academy,53.1
390324,J. F. Webb High,18.8
420376,William R Davie Middle S.T.E.M. Academy,35.7
421304,Belmont Elementary School,29.5
421306,Chaloner Middle School,40.7
421328,Manning Elementary School,39.5
421336,Roanoke Rapids Early College High,N/A
422310,Roanoke Valley Early College,58.8
422314,Weldon Elementary Global Academy,24
390700,JF Webb HS Of Health And Life Sciences,18.2
422318,Weldon Middle,34.7
430304,Anderson Creek Primary,N/A
430308,Angier Elementary,32.5
430312,Benhaven Elementary,57.8
430316,Boone Trail Elementary,30.2
430320,Buies Creek Elementary,42
430328,Coats Elementary,29.8
430330,Coats-Erwin Middle,36.5
430332,Dunn Middle,30.8
430336,Erwin Elementary,35.7
430340,Gentry Primary,N/A
430341,Harnett Early College (HCEC),N/A
430344,Harnett Primary,40.6
430345,STAR Academy,N/A
430346,Harnett Central High,28.8
430347,Harnett Central Middle,26.4
430348,Johnsonville Elementary,42.4
430349,Highland Elementary,39.1
430351,Highland Middle,38.8
430352,LaFayette Elementary,52.1
430358,Lillington-Shawtown Elementary,43.7
430368,North Harnett Primary,N/A
430369,Overhills Elementary,42.4
430370,Overhills Middle,42.5
430371,Overhills High,49.8
430376,South Harnett Elementary,37.5
430380,Wayne Avenue Elem,15.7
430384,Western Harnett High,29.9
430386,Western Harnett Middle,44.3
440314,Bethel Elementary,N/A
440318,Bethel Middle,N/A
440320,Canton Middle,N/A
440326,Central Haywood High,N/A
440328,Clyde Elementary,N/A
440332,Riverbend Elementary,N/A
440346,Haywood Early College,N/A
440348,Hazelwood Elementary,N/A
440349,Jonathan Valley Elementary,N/A
440350,Junaluska Elementary,N/A
440364,Meadowbrook Elementary,N/A
440368,North Canton Elementary,N/A
440378,Pisgah High,N/A
440390,Tuscola High,N/A
440396,Waynesville Middle,N/A
450301,Apple Valley Middle,38.6
450302,Atkinson Elementary,N/A
450306,Bruce Drysdale Elementary,31.9
450307,Clear Creek Elementary,N/A
450308,Dana Elementary,N/A
450316,East Henderson High,N/A
450322,Edneyville Elementary,N/A
450324,Etowah Elementary,N/A
450328,Flat Rock Middle,N/A
450332,Fletcher Elementary,N/A
450333,Hendersonville Elementary,N/A
450334,Hendersonville High,N/A
450335,Hendersonville Middle,40.6
450336,Hillandale Elementary,N/A
450339,Glenn C Marlow Elementary,N/A
450340,Mills River Elementary,N/A
450341,North Henderson High,N/A
450342,Rugby Middle,54.3
450343,Henderson County Career Academy,N/A
450344,Sugarloaf Elementary,N/A
450346,Upward Elementary,N/A
450352,West Henderson High,N/A
410406,High Point Central High,27.4
450354,Henderson County Early College,N/A
460308,Ahoskie Elementary,29.1
460312,Bearfield Primary,59.5
460318,Hertford County Middle,25
460322,Hertford Co Early College,74.2
460332,Riverview Elementary,46.2
460340,CS Brown High,67.6
470310,Don D Steed Elementary,68.6
470312,Hoke County High,37.3
470316,J W McLauchlin Elementary,42.9
470320,West Hoke Middle,40.4
470328,Scurlock Elementary,41.1
470330,Hawk Eye Elementary,51.9
470332,East Hoke Middle,38.4
470336,West Hoke Elementary,62.3
470340,Rockfish Hoke Elementary,52.9
470342,J W Turlington School,N/A
470346,Upchurch Elementary,50.5
470441,Sandy Grove Elementary,39.6
470442,Sandy Grove Middle,46.6
470443,SandHoke Early College High,59.5
480306,Mattamuskeet Elementary,28.3
480316,Ocracoke School,N/A
480318,Mattamuskeet Early College High,35.9
490307,Agriculture and Science Early College,N/A
490308,Brawley Middle,42
490310,Career Academy and Technical School,N/A
490312,Celeste Henkel Elementary,30.5
490316,Central Elementary,N/A
490318,Coddle Creek Elementary,48.9
490319,Cloverleaf Elementary,21
490320,Collaborative College for Technology,N/A
490324,Cool Spring Elementary,46.7
490326,East Iredell Elementary,34.7
490327,East Iredell Middle,25.6
490332,Harmony Elementary,27.3
490336,Lake Norman Elementary,35.3
490337,Lakeshore Elementary,N/A
490338,Lakeshore Middle,39.5
490344,Mount Mourne School,N/A
490345,N B Mills Elementary,23.7
490346,North Iredell High,N/A
490347,Northview School,85.1
490348,Scotts Elementary,47.1
490349,North Iredell Middle,36.4
490350,Pressly School,N/A
490352,Statesville Middle,11.2
410544,Ben L. Smith High School,21.8
490355,Crossroads Arts Sciences Early College,84.6
490356,Sharon Elementary,N/A
490360,Shepherd Elementary,36.8
490362,South Iredell High,45.2
490363,Third Creek Elementary,34.4
490364,Troutman Elementary,33.7
490366,Troutman Middle,24.6
490368,Union Grove Elementary,N/A
410545,Academy at Smith,43.9
490384,West Iredell Middle,32
490390,Woodland Heights Elementary,N/A
491303,East Mooresville Intermediate,47.3
491305,NF Woods Campus,N/A
491306,Mooresville Intermediate,45.5
491308,Mooresville Middle,41.6
491312,Mooresville High School,49.1
491316,Park View Elementary,50
491318,Rocky River Elementary,N/A
491320,South Elementary,50
500302,Blue Ridge Early College,N/A
500304,Cullowhee Valley School,N/A
500314,Fairview Elementary,N/A
500316,Blue Ridge School,N/A
500323,Jackson Co Early College,N/A
500324,Jackson Co Sch of Alternatives,N/A
500332,Scotts Creek Elementary,N/A
500337,Smokey Mountain Elementary,N/A
500340,Smoky Mountain High School,N/A
510308,Benson Elementary,25.6
510310,Benson Middle,25
510324,Clayton High,37
510325,Johnston County Schools Career Technical,N/A
510326,West Clayton Elementary,30.8
510327,Cleveland High,48
510328,Cleveland Elementary,47.3
510329,Cleveland Middle,41.7
510330,Cooper Academy,20.9
510332,Corinth-Holders Elementary,26.7
510333,Corinth Holders High,35.3
420346,Northwest Halifax Collegiate and Technic,29.3
510334,Dixon Road Elementary,38.9
510336,East Clayton Elementary,43.2
510340,Four Oaks Elementary,24.5
510342,Four Oaks Middle,27.1
510343,Micro Elementary,18.2
510344,North Johnston Middle,15.6
510356,Glendale-Kenly Elementary,28.2
510358,McGee's Crossroads Elem,47.4
510359,McGee's Crossroads Middle,43.5
510360,Meadow School,38.1
510364,Archer Lodge Middle,36.2
510367,Johnston Co Early College Academy,N/A
420358,Southeast Halifax Collegiate Prep Academ,10.2
510372,Pine Level Elementary,N/A
510373,Powhatan Elementary,42.9
510374,Princeton Elementary,37.1
510376,Princeton High,31.8
510377,River Dell Elementary,41.8
510378,Riverwood Elementary,56
510379,Riverwood Middle,40.9
510382,The Innovation Academy at South Campus,41.9
510388,Selma Elementary,23.8
510390,Selma Middle School,17.4
510396,West Smithfield Elementary,20.2
510397,Smithfield Middle,29.9
430378,Triton High,21.5
510404,South Smithfield Elementary,21.5
510406,West Johnston High,47
510408,Wilson's Mills Elementary,24.6
510410,Polenta Elementary,30.1
510411,Swift Creek Middle,39.7
510412,Clayton Middle,35.8
510414,West View Elementary,43.3
520304,Pollocksville Elementary,29.6
520308,Comfort Elementary,N/A
520324,Jones Middle,40.4
520328,Maysville Elementary,52.4
520336,Trenton Elementary,50
530302,BT Bullock Elementary,45.4
530306,Bragg Street Academy,N/A
530308,Broadway Elementary,32.5
530312,Deep River Elementary,45.2
530314,East Lee Middle,36.4
530316,Floyd L Knight Children Center,N/A
530320,Greenwood Elementary,47.5
530335,Lee Early College,N/A
460320,Hertford County High,22.2
530340,J Glenn Edwards Elementary,54.1
530341,SanLee Middle School,41
530343,Southern Lee High School,29.6
181322,Hickory High,14.9
530346,Tramway Elementary,47.3
530354,J R Ingram Jr Elementary,37.6
530356,West Lee Middle,27.5
530358,Warren Williams Elementary Alternative,N/A
540304,Banks Elementary,45.7
540308,Contentnea-Savannah School,38.5
540312,E B Frink Middle,35.7
540316,La Grange Elementary,36.8
540317,Lenoir County Early College High,N/A
540318,Lenoir County Learning Academy,N/A
540320,Moss Hill Elementary,48.1
490335,Lake Norman High,40.6
540325,Northeast Elementary,29.7
540326,Northwest Elementary,39.1
540328,Pink Hill Elementary,39.5
540330,Rochelle Middle,25.2
540336,South Lenoir High,34.5
540338,Southeast Elementary,35.2
540340,Southwood Elementary,33.3
540344,Woodington Middle,34.2
550308,Asbury Academy,N/A
550312,Battleground Elementary,29
550314,Catawba Springs Elementary,56.7
550316,GE Massey Elementary,47.8
550322,East Lincoln Middle,36.4
550328,Iron Station Elementary,N/A
550330,LCST,N/A
550332,Lincolnton High,41.7
550334,Lincolnton Middle,47.3
550336,Love Memorial Elementary,N/A
550340,Childers Elementary,N/A
550342,North Brook Elementary,N/A
550344,North Lincoln High,N/A
490354,Statesville High,13.9
550348,Pumpkin Center Primary,N/A
550349,Pumpkin Center Intermediate,N/A
550350,North Lincoln Middle,59.5
550356,Rock Springs Elementary,N/A
550360,S Ray Lowder Elementary,41.9
550362,St James Elementary,N/A
550364,Union Elementary,N/A
550368,West Lincoln High,N/A
550372,West Lincoln Middle,N/A
560304,Cartoogechaye Elementary,N/A
560316,East Franklin Elementary,N/A
560320,Franklin High,N/A
560324,Highlands School,N/A
560328,Iotla Valley Elementary,N/A
560329,Macon Early College High School,N/A
560330,Macon Middle School,N/A
560331,Mountain View Intermediate,N/A
560332,Nantahala School,N/A
560338,South Macon Elementary,N/A
560350,Union Academy,N/A
570306,Brush Creek Elementary,N/A
570312,Hot Springs Elementary,N/A
570317,Madison Early College High,N/A
570318,Madison High School,N/A
570319,Madison Middle School,N/A
570320,Mars Hill Elementary,N/A
580308,Williamston Primary,N/A
580312,E J Hayes Elementary,33.1
580316,South Creek Elementary,26.2
580324,Jamesville Elementary,41.4
580344,South Creek Middle/High,24.2
580356,Rodgers Elementary,N/A
490380,West Iredell High,28.3
580372,Riverside Middle,27.2
590306,Eastfield Global Magnet School,N/A
590310,East McDowell Middle School,30
590316,Glenwood Elementary School,N/A
590320,Marion Elementary School,N/A
590326,McDowell Academy for Innovation,N/A
590328,McDowell Early College,N/A
590330,McDowell High School,N/A
590332,Nebo Elementary School,N/A
590336,North Cove Elementary School,N/A
590340,Old Fort Elementary School,N/A
590344,Pleasant Gardens Elementary School,N/A
590352,West Marion Elementary School,N/A
590356,West McDowell Middle School,47.5
590393,Foothills Community School,N/A
600300,Albemarle Road Elementary,46.8
600301,Albemarle Road Middle,38.3
600302,Ardrey Kell High,73.8
600303,Charlotte East Language Academy,33.9
600305,J M Alexander Middle,41.6
600308,Allenbrook Elementary,26.6
600311,Ashley Park PreK-8 School,27.6
600312,William Amos Hough High,52.8
600313,Bailey Middle,66.3
600314,Bain Elementary,75.7
600316,Barringer Academic Center,37.7
600317,Whitewater Middle,38.8
600318,Whitewater Academy,45.7
600319,Berryhill School,50
600322,Beverly Woods Elementary,35.7
600328,Barnette Elementary,62.3
600329,Briarwood Elementary,47.5
600333,Carmel Middle,39.2
600334,Cato Middle College High,N/A
600335,Billingsville Elementary,N/A
600336,Chantilly Montessori,71.1
600338,Clear Creek Elementary,50
600341,Cochrane Collegiate Academy,23
600344,Collinswood Language Academy,76.6
600345,Community House Middle,72.1
600346,Cornelius Elementary,37.2
600349,Cotswold IB Elementary,33.7
600351,Coulwood STEM Academy,48.6
600352,Crown Point Elementary,57.9
600353,Crestdale Middle,54.4
600357,Davidson Elementary,55
600361,Butler High,51.9
600362,David Cox Road Elementary,37.2
600365,Devonshire Elementary,34.2
600366,Marie G Davis,25.4
600367,Dilworth Elementary School Latta Campus,39.5
600368,First Ward Creative Arts Acad,57.5
600369,Berewick Elementary,53.1
600374,Druid Hills Academy,24.1
600377,East Mecklenburg High,52.5
600379,Eastover Elementary,26.8
600381,Eastway Middle,35.6
600382,Elizabeth Lane Elem,60.3
600383,Elon Park Elementary,65.6
600384,Elizabeth Traditional Elem,59.3
600385,Endhaven Elementary,50
600386,Hawthorne Academy of Health Sciences,65.9
510368,North Johnston High,16.1
600392,Polo Ridge Elementary,75.7
600394,Francis Bradley Middle,52
600397,Garinger High,33.6
510399,Smithfield-Selma High,20.6
600398,Greenway Park Elementary,44.3
600399,Alexander Graham Middle,33.1
600404,Harper Middle College High,N/A
510402,South Johnston High,9.6
600406,Hawk Ridge Elementary,71.2
600408,Lawrence Orr Elementary,63.2
600409,Parkside Elementary,66.1
600410,Hickory Grove Elementary,42.6
600411,Highland Creek Elementary,52.5
600412,Hidden Valley Elementary,40.2
600413,Highland Mill Montessori,77.5
600414,Highland Renaissance Academy,39.5
600415,Hopewell High,39.8
600416,Hornets Nest Elementary,37.3
600418,Croft Community Elementary,44.7
600420,Huntersville Elementary,68.9
600422,Huntingtowne Farms Elementary,60.5
600424,Idlewild Elementary,60.2
600426,Independence High,43.4
600428,James Martin Middle,30
600429,Governors Village STEM Academy (Upper),49.2
600431,Jay M Robinson Middle,80.1
600432,Joseph W Grier Academy,41.9
600433,J.V. Washam Elementary,55.7
600434,Kennedy Middle,46.8
600435,Trillium Springs Montessori,58.1
600436,Lake Wylie Elementary,55.4
600437,Ballantyne Elementary,55.8
600438,Lansdowne Elementary,39.6
600439,Turning Point Academy,N/A
600440,Lebanon Road Elementary,50
600442,Blythe Elementary,58.7
600443,Levine Middle College High,N/A
600444,Long Creek Elementary,50
600445,Mallard Creek High,51.8
600446,Mallard Creek Elementary,51.5
600447,Matthews Elementary,60.4
600448,Martin Luther King Jr Middle,34.8
600449,McAlpine Elementary,54.5
600450,McClintock Middle,47.3
600451,McKee Road Elementary,82.8
600453,Merry Oaks International Academy,44.2
600454,Metro School,N/A
600455,Mint Hill Middle,62.5
600457,Rocky River High,34.7
520320,Jones Senior High,32.1
132304,A L Brown High,19.5
600459,Montclaire Elementary,50
600461,Lincoln Heights Academy,N/A
600462,Mountain Island Lake Academy,47.5
600463,River Oaks Academy,44.3
600464,Myers Park Traditional,62
600466,Myers Park High,36.4
600468,Governors Village STEM Academy (Lower),54.3
600471,Nations Ford Elementary,37.5
600474,Newell Elementary,36.6
600475,Vaughan Academy of Technology,56.3
600478,J H Gunn Elementary,40.2
600479,Northeast Middle,44.9
600480,North Mecklenburg High,57.3
600481,Northridge Middle,45.9
600482,Northwest School of the Arts,69.4
600484,Oakhurst STEAM Academy,46.1
600485,Oakdale Elementary,27.4
600488,Oaklawn Language Academy,58.5
600489,Bruns Avenue Elementary,17.7
600490,Olympic High,46.9
530336,Lee County High,24
600491,Olde Providence Elementary,57.4
600492,Park Road Montessori,74
600493,Palisades Park Elementary,71.7
600494,Paw Creek Elementary,49.4
600496,Phillip O Berry Academy of Technology,58.1
600497,Piedmont IB Middle,81.4
600498,Performance Learning Center,16.2
600499,Charlotte-Mecklenburg Virtual HS,N/A
600500,Pineville Elementary,55.5
600501,Pinewood Elementary,39.1
600503,Piney Grove Elementary,48.4
600507,Providence Spring Elementary,73.5
600508,Providence High,68.2
600509,Quail Hollow Middle,41.7
600512,Rama Road Elementary,38.7
600513,Randolph Middle,70.1
600514,Ranson Middle,24.6
600515,Renaissance West STEAM Academy,17.5
600516,Reedy Creek Elementary,58.6
600517,Reid Park Academy,42.9
600518,Ridge Road Middle,39.2
600519,Dilworth Elementary School Sedgefield C,N/A
600520,Sedgefield Middle,22.6
600521,Stoney Creek Elementary,49.6
600522,Selwyn Elementary,51.2
600527,Shamrock Gardens Elementary,47.6
600530,Sharon Elementary,52.6
600532,Waddell Language Academy,69
600534,Smithfield Elementary,46.9
600535,South Mecklenburg High,51.2
600537,South Charlotte Middle,62.8
600538,Southwest Middle School,46.2
600545,Starmount Acad of Excellence,34
600546,Statesville Road Elementary,39.1
600549,Steele Creek Elementary,51.2
600550,Sterling Elementary,33.9
600553,Thomasboro Academy,26.6
600557,Torrence Creek Elementary,59.1
600558,Grand Oak Elementary,58.9
600562,Tuckaseegee Elementary,34.3
600565,University Park Creative Arts,43.8
600566,University Meadows Elementary,48.3
600567,Charlotte Engineering Early College-UNCC,78.7
600569,Charlotte Teacher Early College,84.3
600571,Irwin Academic Center,83.7
600574,Walter G Byers School,38.2
540315,Kinston High,26.8
540324,North Lenoir High,28.9
600577,Westerly Hills Academy,38.3
600579,West Mecklenburg High,26.2
600582,J T Williams Secondary Montessori,56.8
600583,Wilson STEM Academy,23.2
600586,Winding Springs Elementary,50.9
600587,Windsor Park Elementary,49.2
600588,Winget Park Elementary,54.8
600589,Winterfield Elementary,28.3
600590,River Gate Elementary,59.9
550320,East Lincoln High,25
600593,Villa Heights Elementary,36.2
600594,Merancas Middle College High,N/A
610302,Bowman Middle,N/A
610310,Deyton Elementary,N/A
610320,Gouge Elementary,N/A
610322,Greenlee Primary,N/A
610326,Harris Middle,N/A
610332,Mayland Early College,N/A
610334,Mitchell High,N/A
620310,Montgomery Learning Academy,N/A
620312,Candor Elementary,46.6
620314,East Middle,32.8
620316,East Montgomery High,N/A
620318,Green Ridge Elementary,50
620324,Mount Gilead Elementary,27.8
620330,Page Street Elementary,34.7
620334,Star Elementary,41.2
620336,Troy Elementary,N/A
620339,West Middle,18.6
620340,West Montgomery High,40.9
620350,Montgomery County Early College,N/A
630304,Aberdeen Primary,N/A
630308,Aberdeen Elementary,23.1
630312,Cameron Elementary,N/A
630316,Carthage Elementary,41.7
630317,Crain's Creek Middle,30.9
630320,Elise Middle,N/A
630324,Sandhills Farm Life Elementary,44.4
630328,Highfalls Elementary,N/A
630330,The Community Learning Center @ Pinckney,N/A
630331,New Century Middle,40.2
630332,North Moore High,N/A
580368,Riverside High,25
630336,Pinecrest High,35
630342,Pinehurst Elementary,50
630348,Robbins Elementary,N/A
630350,Southern Middle,25.3
630352,Southern Pines Primary,N/A
630356,Southern Pines Elementary,29.3
630360,Union Pines High,40.5
630364,Vass-Lakeview Elementary,52.2
630368,West End Elementary,64.3
630373,West Pine Elementary,40.4
630374,West Pine Middle,36.8
630376,Westmoore Elementary,N/A
640302,Fairview Elementary,N/A
640304,Bailey Elementary,42.9
640306,Baskerville Elementary,18
640308,Benvenue Elementary,34.9
640316,Cedar Grove Elementary,44.1
640320,Nash Central Middle,29.6
640324,Coopers Elementary,45.7
640326,D S Johnson Elementary,20.1
640328,Englewood Elementary,34.6
640329,G R Edwards Middle,27.1
640332,M B Hubbard Elementary,40
640334,J W Parker Middle,20.9
640335,Rocky Mount Middle,25
640336,Middlesex Elementary,33.9
640340,Tar River Academy,N/A
640342,CITI High School,N/A
640347,NRM Early College High School,86.7
640348,Nashville Elementary,39.5
640358,Red Oak Middle,37.6
640360,Red Oak Elementary,N/A
640346,Nash Central High,18.7
640362,Southern Nash Middle,34.8
640364,Southern Nash High,23.6
640376,Spring Hope Elementary,13.9
640384,Swift Creek Elementary,35.6
640396,Williford Elementary,N/A
640400,Winstead Avenue Elementary,N/A
650304,Bradley Creek Elementary,N/A
650308,Carolina Beach Elementary,N/A
650309,Castle Hayne Elementary,35.6
650310,Charles P Murray Middle,68.6
650312,R Freeman Sch of Engineering,20
650316,College Park Elementary,35.5
650323,Edwin A Anderson Elementary,55.9
650324,Edwin A Alderman Elementary,20.6
650325,Emma B Trask Middle,43.3
640350,Northern Nash High,22.2
640361,Rocky Mount High,22.9
650328,Forest Hills Global Elementary,27.6
650332,The International School at Gregory,26.1
650338,Heyward C Bellamy Elem,68.3
650339,Holly Tree Elementary,N/A
650340,Isaac M Bear Early College High School,N/A
650341,John J Blair Elementary,37.9
650343,Holly Shelter Middle,36.3
650345,Lake Forest Academy,N/A
650346,Mary C Williams Elementary,59.1
650348,Murrayville Elementary,52.6
650350,M C S Noble Middle,34.7
650351,Myrtle Grove Middle,34.3
650326,Emsley A Laney High,29.1
650353,Dr Hubert Eaton Sr Elem,75
650354,J. C. Roe Center,N/A
650355,Career Readiness Academy at Mosley PLC,N/A
650356,Ogden Elementary,N/A
650362,Pine Valley Elementary,40
650364,Roland-Grise Middle,37.5
650366,Dr John Codington Elem,N/A
650368,Sunset Park Elementary,41.7
650380,Walter L Parsley Elementary,N/A
650384,A H Snipes Academy of Arts/Des,29.6
650392,Williston Middle,22.5
650394,Wilmington Early College High,N/A
650395,SEA-Tech,N/A
650400,Winter Park Model Elementary,39.1
650404,Wrightsboro Elementary,31.9
650408,Wrightsville Beach Elem,N/A
650420,College Road Early Childhood Center,N/A
660306,Central Elementary,41.5
660308,Conway Middle,21.1
660320,Gaston Elementary,42
660325,Gaston Middle,27.9
650327,Eugene Ashley High,23.9
660360,Willis Hare Elementary,33.3
660400,Northampton Early College,61.3
670300,Onslow Early College,N/A
670304,Bell Fork Elementary,49
670308,Blue Creek Elementary,19.7
670310,Carolina Forest Elementary,48.3
670312,Clyde Erwin Elementary,23.7
670314,Dixon Elementary,N/A
670318,Dixon Middle,33.3
670320,Dixon High,51.5
650342,John T Hoggard High,24.3
670321,Hunters Creek Elementary,31.1
670322,Hunters Creek Middle,33.4
670323,Jacksonville Commons Elem,35.8
670324,Jacksonville High,30.6
670325,Jacksonville Commons Middle,38.6
670329,Meadow View Elementary,33.8
670330,Morton Elementary,42.2
670331,New Bridge Middle,43.9
670332,Northwoods Elementary,26.2
670333,Northside High,42
