code,name,county,city,full_address,long,lat
230348,"Jefferson Elementary, Shelby",Cleveland,Shelby,"1166 Wyke Road, Shelby, NC 28150",-81.5124093,35.3021117
230350,Kings Mountain High,Cleveland,Kings Mountain,"500 Phifer Road, Kings Mountain, NC 28086",-81.3719418,35.2331401
230351,Kings Mountain Intermediate,Cleveland,Kings Mountain,"227 Kings Mountain Boulevard, Kings Mountain, NC 28086",-81.3784362,35.2318005
230352,Kings Mountain Middle,Cleveland,Kings Mountain,"1000 Phifer Road, Kings Mountain, NC 28086",-81.374054,35.2304594
230355,"Marion Elementary, Shelby",Cleveland,Shelby,"410 Forest Hill Drive, Shelby, NC 28150",-81.525012,35.28853
230357,"North Elementary, Kings Mountain",Cleveland,Kings Mountain,"900 N Ramseur Street, Kings Mountain, NC 28086",-81.3410462,35.2547664
230359,North Shelby,Cleveland,Shelby,"1205 Northside Drive, Shelby, NC 28150",-81.5339319,35.310445
230361,Shelby High,Cleveland,Shelby,"230 E Dixon Boulevard, Shelby, NC 28152",-81.536911,35.274073
230362,Shelby Middle,Cleveland,Shelby,"1480 South Dekalb Street, Shelby, NC 28152",-81.5499584,35.2645464
230364,Springmore Elementary,Cleveland,Shelby,"616 McBrayer Homestead Road, Shelby, NC 28152",-81.667285,35.2761136
230368,Township Three Elementary,Cleveland,Shelby,"526 Davis Road, Shelby, NC 28152",-81.532737,35.217092
230370,"Union Elementary, Shelby",Cleveland,Shelby,"1440 Union Church Road, Shelby, NC 28150",-81.6188899,35.3898579
230376,"Washington Elementary, Shelby",Cleveland,Shelby,"1907 Stony Point Road, Shelby, NC 28150",-81.422507,35.335223
230380,West Elementary,Cleveland,Kings Mountain,"500 W Mountain Street, Kings Mountain, NC 28086",-81.3514548,35.2402415
230LEA,Cleveland County Schools,Cleveland,Shelby,"400 West Marion Street, Shelby, NC 28150",-81.5456729,35.2930369
23A000,Pinnacle Classical Academy,Cleveland,Shelby,"2401 Joes Lake Rd, Shelby, NC 28152",-81.4951889,35.2546965
240304,Acme Delco Middle,Columbus,Delco,"26133 Andrew Jackson Hwy, Delco, NC 28436",-78.7141765,34.3485085
240308,Acme Delco Elementary,Columbus,Riegelwood,"16337 Old Lake Road, Riegelwood, NC 28456",-78.2544189,34.3475806
240328,Cerro Gordo Elementary,Columbus,Cerro Gordo,"7685 Andrew Jackson Hwy, Cerro Gordo, NC 28430",-78.9312993,34.3289789
240330,Chadbourn Middle,Columbus,Chadbourn,"801 W Smith Street, Chadbourn, NC 28431",-78.835791,34.315773
240332,Chadbourn Elementary,Columbus,Chadbourn,"409 E Third Avenue, Chadbourn, NC 28431",-78.8215184,34.3258017
240334,East Columbus High,Columbus,Lake Waccamaw,"32 Gator Lane, Lake Waccamaw, NC 28450",-78.5018429,34.3359734
240344,Evergreen Elementary,Columbus,Evergreen,"7211 Old 74 Hwy, Evergreen, NC 28438",-80.4392229,34.9810153
240352,Guideway Elementary,Columbus,Tabor City,"11570 Swamp Fox Hwy East, Tabor City, NC 28463",-78.700111,34.065545
240354,Hallsboro-Artesia Elementary,Columbus,Hallsboro,"1337 Giles Byrd Road, Hallsboro, NC 28442",-78.579522,34.312593
240356,Hallsboro Middle,Columbus,Hallsboro,"89 School Road, Hallsboro, NC 28442",-78.591989,34.319595
240368,Nakina Middle,Columbus,Nakina,"9822 Seven Creeks Hwy, Nakina, NC 28455",-78.655266,34.108018
240370,Old Dock Elementary,Columbus,Whiteville,"12489 New Britton Hwy, Whiteville, NC 28472",-78.5950296,34.1648888
240371,South Columbus High,Columbus,Tabor City,"40 Stallion Drive, Tabor City, NC 28463",-78.8150803,34.1730981
240372,Tabor City Elementary,Columbus,Tabor City,"203 Stake Road, Tabor City, NC 28463",-78.8739183,34.1517631
240373,CCCA - Fair Bluff /Southeastern Campuses,Columbus,Whiteville,"4564 Chadbourn Hwy, Whiteville, NC 28472",-78.7823042,34.3318286
240376,Tabor City Middle,Columbus,Tabor City,"701 W Sixth Street, Tabor City, NC 28463",-78.8862692,34.1487488
240380,West Columbus High,Columbus,Cerro Gordo,"7294 Andrew Jackson Hwy, Cerro Gordo, NC 28430",-78.8975662,34.3306757
240388,Williams Township,Columbus,Whiteville,"10400 James B White Hwy, Whiteville, NC 28472",-78.764188,34.204416
240LEA,Columbus County Schools,Columbus,Whiteville,"817 Washington Street, Whiteville, NC 28472",-78.72054,34.335952
241304,"Central Middle, Whiteville",Columbus,Whiteville,"310 S Martin L King Jr Ave, Whiteville, NC 28472",-78.7097374,34.3269383
241308,Edgewood Elementary,Columbus,Whiteville,"317 E Calhoun Street, Whiteville, NC 28472",-78.6961985,34.3314382
241312,North Whiteville Academy,Columbus,Whiteville,"310 S Martin Luther King Jr Ave, Whiteville, NC 28472",-78.7097374,34.3269383
241316,Whiteville High,Columbus,Whiteville,"413 N Lee Street, Whiteville, NC 28472",-78.707179,34.335039
241320,Whiteville Primary,Columbus,Whiteville,"805 Barbcrest Avenue, Whiteville, NC 28472",-78.713308,34.340884
241LEA,Whiteville City Schools,Columbus,Whiteville,"107 W Walter Street, Whiteville, NC 28472",-78.7037297,34.3231474
24B000,Thomas Academy,Columbus,Lake Waccamaw,"400 Flemington Dr, Lake Waccamaw, NC 28450",-78.5242447,34.3183035
24N000,Columbus Charter School,Columbus,Whiteville,"35 Bacon's Way, Whiteville, NC 28472",-78.7730036,34.4055494
250304,Albert H Bangert Elementary,Craven,New Bern,"3712 Canterbury Road, New Bern, NC 28562",-77.08364,35.083429
250306,Ben D Quinn Elementary,Craven,New Bern,"4275 M L King Jr Boulevard, New Bern, NC 28562",-77.128472,35.0918956
250308,Bridgeton Elementary,Craven,New Bern,"230 Branch Canal Road, New Bern, NC 28560",-77.042144,35.1545883
250312,Brinson Memorial Elementary,Craven,New Bern,"319 Neuse Forest Avenue, New Bern, NC 28560",-77.0171783,35.0680855
250314,Craven Early College High,Craven,New Bern,"800 College Court, New Bern, NC 28562",-77.1022053,35.1103856
250316,"Creekside Elementary, New Bern",Craven,New Bern,"2790 Landscape Drive, New Bern, NC 28562",-77.0214521,35.0272327
250320,Vanceboro-Farm Life Elementary,Craven,Vanceboro,"2000 Farm Life Avenue, Vanceboro, NC 28586",-77.1465944,35.3070019
250321,Early College EAST High,Craven,Havelock,"104 Middle School Lane, Havelock, NC 28532",-76.8971976,34.8775731
250324,Grover C Fields Middle,Craven,New Bern,"2000 M L King Jr Boulevard, New Bern, NC 28560",-77.0712982,35.1104447
250328,Graham A Barden Elementary,Craven,Havelock,"200 Cedar Drive, Havelock, NC 28532",-76.9164538,34.8974367
250332,H J MacDonald Middle,Craven,New Bern,"3127 Elizabeth Avenue, New Bern, NC 28562",-77.0977115,35.1173264
250336,Havelock Elementary,Craven,Havelock,"201 Cunningham Boulevard, Havelock, NC 28532",-76.9004688,34.8774373
250340,Havelock High,Craven,Havelock,"101 Webb Boulevard, Havelock, NC 28532",-76.892972,34.879907
250344,Havelock Middle,Craven,Havelock,"102 Middle School Lane, Havelock, NC 28532",-76.8982898,34.877554
250348,J T Barber Elementary,Craven,New Bern,"1700 Cobb Street, New Bern, NC 28560",-77.0638683,35.1194548
250350,James W Smith Elementary,Craven,Cove City,"150 Koonce Town Road, Cove City, NC 28523",-77.2881708,35.2512442
250356,New Bern High,Craven,New Bern,"4200 Academic Drive, New Bern, NC 28562",-77.1156166,35.1004056
250360,Oaks Road Elementary,Craven,New Bern,"2811 Oaks Road, New Bern, NC 28560",-77.0655386,35.1277177
250362,Roger R Bell Elementary,Craven,Havelock,"804 Fontana Boulevard, Havelock, NC 28532",-76.8806536,34.8810332
250364,Trent Park Elementary,Craven,New Bern,"2500 Educational Drive, New Bern, NC 28562",-77.080557,35.109824
250368,Tucker Creek Middle,Craven,Havelock,"200 Sermons Boulevard, Havelock, NC 28532",-76.9389154,34.929364
250372,West Craven High,Craven,Vanceboro,"2600 Streets Ferry Road, Vanceboro, NC 28586",-77.1383846,35.2376529
250376,West Craven Middle,Craven,New Bern,"515 NW Craven Mid School Road, New Bern, NC 28562",-77.1508531,35.217075
250378,W Jesse Gurganus Elementary,Craven,Havelock,"535 Hwy 70 W, Havelock, NC 28532",-76.9382278,34.9117753
250380,Arthur W Edwards Elementary,Craven,Havelock,"200 Education Lane, Havelock, NC 28532",-76.9273043,34.9096726
250LEA,Craven County Schools,Craven,New Bern,"3600 Trent Road, New Bern, NC 28562",-77.0987937,35.0946201
260302,Alma O Easom Elementary,Cumberland,Fayetteville,"1610 Westlawn Avenue, Fayetteville, NC 28305",-78.9085351,35.06086
260306,Armstrong Elementary,Cumberland,Eastover,"3395 Dunn Road, Eastover, NC 28312",-78.791366,35.0915139
260308,Ashley Elementary,Cumberland,Fayetteville,"810 Trainer Drive, Fayetteville, NC 28304",-78.9069875,35.0386325
260310,Loyd E Auman Elementary,Cumberland,Fayetteville,"6882 Raeford Road, Fayetteville, NC 28304",-79.0110444,35.0380906
260312,Beaver Dam Elementary,Cumberland,Roseboro,"12059 Hwy 210 S, Roseboro, NC 28382",-78.5807717,34.8944101
260316,Lillian Black Elementary,Cumberland,Spring Lake,"125 S 3rd Street, Spring Lake, NC 28390",-78.9715054,35.1673597
260318,Jack Britt High,Cumberland,Fayetteville,"7403 Rockfish Road, Fayetteville, NC 28306",-79.0113511,34.977416
260320,"Brentwood Elementary, Fayetteville",Cumberland,Fayetteville,"1115 Bingham Drive, Fayetteville, NC 28304",-78.9834365,35.0381295
260321,Douglas Byrd Middle,Cumberland,Fayetteville,"1616 Ireland Drive, Fayetteville, NC 28304",-78.948283,35.034917
260322,Douglas Byrd High,Cumberland,Fayetteville,"1624 Ireland Drive, Fayetteville, NC 28304",-78.950225,35.032099
260325,Cape Fear High,Cumberland,Fayetteville,"4762 Clinton Road, Fayetteville, NC 28301",-78.7637348,35.0343853
260326,Elizabeth M Cashwell Elementary,Cumberland,Fayetteville,"2970 Legion Road, Fayetteville, NC 28306",-78.9153429,35.006963
260332,Eastover-Central Elementary,Cumberland,Eastover,"5174 Dunn Road, Eastover, NC 28312",-78.7607352,35.1228961
260336,Anne Chesnutt Middle,Cumberland,Fayetteville,"2121 Skibo Road, Fayetteville, NC 28314",-78.9734273,35.0503665
260338,Cliffdale Elementary,Cumberland,Fayetteville,"6450 Cliffdale Road, Fayetteville, NC 28304",-78.9950832,35.0590604
260340,College Lakes Elementary,Cumberland,Fayetteville,"4963 Rosehill Road, Fayetteville, NC 28311",-78.8992069,35.1279792
260342,C Wayne Collier Elementary,Cumberland,Hope Mills,"3522 Sturbridge Drive, Hope Mills, NC 28348",-78.9828536,34.9767886
260344,J W Coon Elementary,Cumberland,Fayetteville,"905 Hope Mills Road, Fayetteville, NC 28304",-78.9596696,35.0324635
260347,Cumberland International Early CollegeHS,Cumberland,Fayetteville,"1200 Murchison Rd, J Knuckles Science Annex, Fayetteville, NC 28303",-78.8952089,35.0733686
260348,Cumberland Mills Elementary,Cumberland,Fayetteville,"2576 Hope Mills Road, Fayetteville, NC 28306",-78.969242,35.002474
260352,Cumberland Road Elementary,Cumberland,Fayetteville,"2700 Cumberland Road, Fayetteville, NC 28306",-78.910729,35.021512
260354,Cross Creek Early College,Cumberland,Fayetteville,"1200 Murchison Road, Fayetteville, NC 28301",-78.8925902,35.0756898
260356,District No 7 Elementary,Cumberland,Wade,"5721 Smithfield Road, Wade, NC 28395",-78.7055017,35.1496016
260357,Grays Creek High,Cumberland,Hope Mills,"5301 Celebration Drive, Hope Mills, NC 28348",-78.9046424,34.9215266
260358,Luther Nick Jeralds Middle,Cumberland,Fayetteville,"2517 Ramsey Street, Fayetteville, NC 28301",-78.8788675,35.0928179
260359,E E Smith High,Cumberland,Fayetteville,"1800 Seabrook Road, Fayetteville, NC 28301",-78.8957584,35.0847821
260361,Ferguson-Easley Elementary,Cumberland,Fayetteville,"1857 Seabrook Road, Fayetteville, NC 28301",-78.8992413,35.0849912
260362,Grays Creek Middle,Cumberland,Hope Mills,"5151 Celebration Drive, Hope Mills, NC 28348",-78.9007986,34.9204068
260363,Glendale Acres Elementary,Cumberland,Fayetteville,"2915 Skycrest Drive, Fayetteville, NC 28304",-78.926688,35.034974
260364,Alderman Road Elementary,Cumberland,Fayetteville,"2860 Alderman Road, Fayetteville, NC 28306",-78.860293,34.8952244
260365,R Max Abbott Middle,Cumberland,Fayetteville,"590 Winding Creek Road, Fayetteville, NC 28305",-78.9236087,35.0512457
260366,Howard L Hall Elementary,Cumberland,Fayetteville,"526 Andrews Road, Fayetteville, NC 28311",-78.887306,35.157285
260367,Bill Hefner Elementary,Cumberland,Fayetteville,"7059 Calamar Drive, Fayetteville, NC 28314",-79.0451721,35.0684905
260368,Hope Mills Middle,Cumberland,Hope Mills,"4975 Cameron Road, Hope Mills, NC 28348",-78.9399003,34.9655563
260369,John R Griffin Middle,Cumberland,Fayetteville,"5551 Fisher Road, Fayetteville, NC 28304",-78.9892197,35.0000883
260370,Ed V Baldwin Elementary,Cumberland,Hope Mills,"4441 Legion Road, Hope Mills, NC 28348",-78.9336749,34.978952
260371,Ireland Drive Middle,Cumberland,Fayetteville,"1606 Ireland Drive, Fayetteville, NC 28304",-78.947474,35.0347441
260372,Lewis Chapel Middle,Cumberland,Fayetteville,"2150 Skibo Road, Fayetteville, NC 28314",-78.97641,35.0485426
260373,Gallberry Farm Elementary,Cumberland,Hope Mills,"8019 Byerly Drive, Hope Mills, NC 28348",-78.9150954,34.9203399
260374,Alger B. Wilkins High School,Cumberland,Fayetteville,"1429 Skibo Road, Fayetteville, NC 28303",-78.951898,35.082547
260375,Grays Creek Elementary,Cumberland,Hope Mills,"2964 School Rd, Hope Mills, NC 28348",-78.8670156,34.8902277
260380,Long Hill Elementary,Cumberland,Fayetteville,"6490 Ramsey Street, Fayetteville, NC 28311",-78.86515,35.162418
260382,Lucile Souders Elementary,Cumberland,Fayetteville,"128 Hillview Avenue, Fayetteville, NC 28301",-78.88187,35.099218
260383,Mac Williams Middle,Cumberland,Fayetteville,"4644 Clinton Road, Fayetteville, NC 28312",-78.7663051,35.0346247
260386,Margaret Willis Elementary,Cumberland,Fayetteville,"1412 Belvedere Avenue, Fayetteville, NC 28305",-78.904391,35.071097
260388,Massey Hill Classical High,Cumberland,Fayetteville,"1062 Southern Avenue, Fayetteville, NC 28306",-78.8949183,35.0311393
260396,Mary McArthur Elementary,Cumberland,Fayetteville,"3809 Village Drive, Fayetteville, NC 28304",-78.940757,35.0251178
260397,E Melvin Honeycutt Elementary,Cumberland,Fayetteville,"4665 Lakewood Drive, Fayetteville, NC 28306",-78.992824,35.0010251
260398,E E Miller Elementary,Cumberland,Fayetteville,"1361 Rim Road, Fayetteville, NC 28314",-79.044405,35.054182
260400,Montclair Elementary,Cumberland,Fayetteville,"555 Glensford Drive, Fayetteville, NC 28314",-78.960719,35.055219
260401,Morganton Road Elementary,Cumberland,Fayetteville,"102 Bonanza Drive, Fayetteville, NC 28303",-78.9872365,35.0796853
260402,Manchester Elementary,Cumberland,Spring Lake,"611 Spring Avenue, Spring Lake, NC 28390",-78.9669597,35.1706698
260403,New Century International Elementary,Cumberland,Fayetteville,"7465 Century Circle, Fayetteville, NC 28306",-79.0436118,35.0120519
260404,William H Owen Elementary,Cumberland,Fayetteville,"4533 Raeford Road, Fayetteville, NC 28304",-78.9541728,35.0420546
260405,Walker Spivey Elementary,Cumberland,Fayetteville,"500 Fisher Street, Fayetteville, NC 28301",-78.8726764,35.0390699
260406,Pine Forest Middle,Cumberland,Fayetteville,"6901 Ramsey Street, Fayetteville, NC 28311",-78.857401,35.1800899
260407,Lake Rim Elementary,Cumberland,Fayetteville,"1455 Hoke Loop Road, Fayetteville, NC 28314",-79.0765981,35.0494197
260408,Pine Forest High,Cumberland,Fayetteville,"525 Andrews Road, Fayetteville, NC 28311",-78.8869153,35.1545967
260410,Ponderosa Elementary,Cumberland,Fayetteville,"311 Bonanza Drive, Fayetteville, NC 28303",-78.987392,35.0869317
260411,Reid Ross Classical High,Cumberland,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501
260412,Raleigh Road Elementary,Cumberland,Linden,"8330 Ramsey Street, Linden, NC 28356",-78.840641,35.217738
260413,Howard Learning Academy,Cumberland,Fayetteville,"1608 Camden Road, Fayetteville, NC 28306",-78.8984255,35.0297335
260414,Benjamin J Martin Elementary,Cumberland,Fayetteville,"430 N Reilly Road, Fayetteville, NC 28303",-79.0094964,35.0929339
260415,Rockfish Elementary,Cumberland,Hope Mills,"5763 Rockfish Road, Hope Mills, NC 28348",-78.9568111,34.9715905
260416,J W Seabrook Elementary,Cumberland,Fayetteville,"4619 NC Hwy 210 South, Fayetteville, NC 28301",-78.755282,34.9870218
260417,New Century International Middle,Cumberland,Fayetteville,"7455 Century Circle, Fayetteville, NC 28306",-79.0391682,35.0106519
260418,Seventy-First Classical Middle,Cumberland,Fayetteville,"6830 Raeford Road, Fayetteville, NC 28304",-79.009574,35.038293
260419,Reid Ross Classical Middle,Cumberland,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301",-78.8759571,35.1016501
260424,Seventy-First High,Cumberland,Fayetteville,"6764 Raeford Road, Fayetteville, NC 28304",-79.0054624,35.039371
260425,South View Middle,Cumberland,Hope Mills,"4100 Elk Road, Hope Mills, NC 28348",-78.9299734,34.9807669
260426,Sherwood Park Elementary,Cumberland,Fayetteville,"2115 Hope Mills Road, Fayetteville, NC 28304",-78.9623206,35.0179162
260427,South View High,Cumberland,Hope Mills,"4184 Elk Road, Hope Mills, NC 28348",-78.9280286,34.9787173
260428,Spring Lake Middle,Cumberland,Spring Lake,"612 Spring Avenue, Spring Lake, NC 28390",-78.965325,35.168865
260430,Stedman Elementary,Cumberland,Stedman,"7370 Clinton Road Hwy 24, Stedman, NC 28391",-78.6963311,35.0139891
260432,Stedman Primary,Cumberland,Stedman,"155 E First Street, Stedman, NC 28391",-78.691866,35.010851
260434,Stoney Point Elementary,Cumberland,Fayetteville,"7411 Rockfish Road, Fayetteville, NC 28306",-79.0147956,34.9795164
260440,Sunnyside Elementary,Cumberland,Fayetteville,"3876 Sunnyside School Road, Fayetteville, NC 28312",-78.796946,35.028197
260444,Teresa C Berrien Elementary,Cumberland,Fayetteville,"800 North Street, Fayetteville, NC 28301",-78.8745401,35.0653695
260446,Terry Sanford High,Cumberland,Fayetteville,"2301 Fort Bragg Road, Fayetteville, NC 28303",-78.9151218,35.0649076
260448,Vanstory Hills Elementary,Cumberland,Fayetteville,"400 Foxhall Road, Fayetteville, NC 28303",-78.9268815,35.0569383
260449,Ramsey Street High,Cumberland,Fayetteville,"117 Quincy St, Fayetteville, NC 28301",-78.8830937,35.0787837
260450,Warrenwood Elementary,Cumberland,Fayetteville,"4618 Rosehill Road, Fayetteville, NC 28311",-78.909154,35.1206203
260452,Westarea Elementary,Cumberland,Fayetteville,"941 Country Club Drive, Fayetteville, NC 28301",-78.912423,35.0979749
260454,Westover Middle,Cumberland,Fayetteville,"275 Bonanza Drive, Fayetteville, NC 28303",-78.99157,35.084335
260455,Westover High,Cumberland,Fayetteville,"277 Bonanza Drive, Fayetteville, NC 28303",-78.9908479,35.0832861
260459,William T Brown Elementary,Cumberland,Spring Lake,"2522 Andrews Church Road, Spring Lake, NC 28390",-78.9651483,35.1600231
260700,Cumberland Polytechnic,Cumberland,Fayetteville,"2201 Hull Rd, Fayetteville, NC 28303",-78.9258784,35.0666422
260LEA,Cumberland County Schools,Cumberland,Fayetteville,"2465 Gillespie Street, Fayetteville, NC 28306",-78.8963629,35.0142329
26B000,Alpha Academy,Cumberland,Fayetteville,"8030 Raeford Road, Fayetteville, NC 28304",-79.066933,35.0340488
26C000,The Capitol Encore Academy,Cumberland,Fayetteville,"126 Hay Street, Fayetteville, NC 28301",-78.8790444,35.0534229
270304,"Central Elementary, Barco",Currituck,Barco,"504 Shortcut Road, Barco, NC 27917",-76.0091482,36.3895735
270306,Currituck County High,Currituck,Barco,"4203 Caratoke Hwy, Barco, NC 27917",-75.9679957,36.372479
270308,Currituck County Middle,Currituck,Barco,"4263 Caratoke Hwy, Barco, NC 27917",-75.959602,36.378103
270309,Jarvisburg Elementary,Currituck,Jarvisburg,"110 Jarvisburg Rd, Jarvisburg, NC 27947",-75.856585,36.199125
270310,Shawboro Elementary School,Currituck,Shawboro,"370 Shawboro Road, Shawboro, NC 27973",-76.086962,36.437194
270311,The JP Knapp ECH (i)School,Currituck,Currituck,"2966 Caratoke Hwy, Currituck, NC 27929",-76.0152197,36.4448126
270312,Knotts Island Elementary,Currituck,Knotts Island,"413 Woodleigh Road, Knotts Island, NC 27950",-75.9191392,36.5126916
270316,Moyock Elementary,Currituck,Moyock,"255 Tulls Creek Road, Moyock, NC 27958",-76.1736643,36.5245198
270318,Moyock Middle,Currituck,Moyock,"216 Survey Road, Moyock, NC 27958",-76.156626,36.501651
270320,W T Griggs Elementary,Currituck,Poplar Branch,"261 Poplar Branch Road, Poplar Branch, NC 27965",-75.8914829,36.280245
270LEA,Currituck County Schools,Currituck,Currituck,"2958 Caratoke Hwy, Currituck, NC 27929",-76.0183225,36.4444137
27A000,Water's Edge Village School,Currituck,Corolla,"1126 Schoolhouse Lane, Corolla, NC 27927",-75.832048,36.3782629
280302,Cape Hatteras Elementary School,Dare,Buxton,"47500 Middle Ridge, Buxton, NC 27920",-75.550493,35.258813
280304,Cape Hatteras Secondary School,Dare,Buxton,"48576 Highway 12, Buxton, NC 27920",-75.55224,35.2656064
280306,Dare Learning Academy,Dare,Manteo,"132 Russell Twiford Road, Manteo, NC 27954",-75.6599212,35.8918068
280308,Kitty Hawk Elementary School,Dare,Kitty Hawk,"16 Dogwood Trail, Kitty Hawk, NC 27949",-75.732743,36.097708
280310,Nags Head Elementary School,Dare,Nags Head,"3100 S Wrightsville Avenue, Nags Head, NC 27959",-75.6386799,35.976068
280312,Manteo Elementary School,Dare,Manteo,"701 N Hwy 64/264, Manteo, NC 27954",-75.6750822,35.9113163
280316,Manteo High School,Dare,Manteo,"829 Wingina Avenue, Manteo, NC 27954",-75.6751329,35.9142416
280320,Manteo Middle School,Dare,Manteo,"1000 N Hwy 64, Manteo, NC 27954",-75.680876,35.9202705
280324,First Flight Elementary School,Dare,Kill Devil Hills,"107 Veterans Drive, Kill Devil Hills, NC 27948",-75.665397,36.0061833
280328,First Flight Middle School,Dare,Kill Devil Hills,"109 Veterans Drive, Kill Devil Hills, NC 27948",-75.6674469,36.0052178
280330,First Flight High School,Dare,Kill Devil Hills,"100 Veterans Drive, Kill Devil Hills, NC 27948",-75.666368,36.0092209
280LEA,Dare County Schools,Dare,Nags Head,"3020 S. Wrightsville Ave, Nags Head, NC 27959",-75.6384021,35.9767401
290302,"Brier Creek Elementary, Thomasville",Davidson,Thomasville,"175 Watford Road, Thomasville, NC 27360",-80.087284,35.798359
290306,"Northwest Elementary, Lexington",Davidson,Lexington,"400 Northwest Elementary Road, Lexington, NC 27295",-80.3016232,35.9416187
290307,"Southmont Elementary, Lexington",Davidson,Lexington,"398 Owen Rd, Lexington, NC 27292",-80.2877551,35.822181
290308,Central Davidson High,Davidson,Lexington,"2747 NC Hwy 47, Lexington, NC 27292",-80.2218055,35.7397635
290309,Central Davidson Middle,Davidson,Lexington,"2591 NC Hwy 47, Lexington, NC 27292",-80.2242695,35.7413168
290310,Stoner-Thomas School,Davidson,Lexington,"215 County School Road, Lexington, NC 27292",-80.1997973,35.8188868
290312,Churchland Elementary,Davidson,Lexington,"7571 S NC Hwy 150, Lexington, NC 27295",-80.4158746,35.78505
290314,Davidson County High School,Davidson,Lexington,"2061 E Holly Grove Road, Lexington, NC 27292",-80.1889651,35.8169688
290315,Davidson Early College,Davidson,Lexington,"297 DCCC Road, Lexington, NC 27295",-80.18047,35.866896
290316,Davis-Townsend Elementary,Davidson,Lexington,"975 Heath Church Road, Lexington, NC 27292",-80.163822,35.809032
290320,Denton Elementary,Davidson,Denton,"305 W Salisbury Street, Denton, NC 27239",-80.1193913,35.6324092
290322,E Lawson Brown Middle,Davidson,Thomasville,"1140 Kendall Mill Road, Thomasville, NC 27360",-80.1045539,35.848914
290324,East Davidson High,Davidson,Thomasville,"1408 Lake Road, Thomasville, NC 27360",-80.102208,35.850511
290328,Fair Grove Elementary,Davidson,Thomasville,"217 Cedar Lodge Road, Thomasville, NC 27360",-80.078673,35.8476484
290330,Friedberg Elementary,Davidson,Winston-Salem,"1131 Friedberg Church Road, Winston-Salem, NC 27127",-80.276949,35.992418
290332,Hasty Elementary,Davidson,Thomasville,"325 Hasty School Road, Thomasville, NC 27360",-80.0813282,35.9223857
290333,Friendship Elementary,Davidson,Winston-Salem,"1490 Friendship-Ledford Road, Winston-Salem, NC 27107",-80.139914,35.960169
290334,Ledford Middle,Davidson,Thomasville,"3954 N NC Hwy 109, Thomasville, NC 27360",-80.119688,35.947862
290336,Ledford Senior High,Davidson,Thomasville,"140 Jesse Green Road, Thomasville, NC 27360",-80.133561,35.96214
290344,"Midway Elementary, Lexington",Davidson,Lexington,"318 Midway School Road, Lexington, NC 27295",-80.214257,35.951784
290348,North Davidson High,Davidson,Lexington,"7227 Old US Hwy 52, Lexington, NC 27295",-80.2489835,35.9248677
290349,Oak Grove High,Davidson,Winston-Salem,"3507 Midway School Rd, Winston-Salem, NC 27107",-80.1630924,35.9435812
290350,North Davidson Middle,Davidson,Lexington,"333 Critcher Drive, Lexington, NC 27295",-80.2456362,35.9266698
290351,Oak Grove Middle,Davidson,Winston-Salem,"1771 Hoy Long Road, Winston-Salem, NC 27107",-80.1647138,35.9423025
290352,"Pilot Elementary, Thomasville",Davidson,Thomasville,"145 Pilot School Road, Thomasville, NC 27360",-80.133931,35.878923
290356,Reeds Elementary,Davidson,Lexington,"791 South NC Hwy 150, Lexington, NC 27295",-80.332498,35.842657
290364,Silver Valley Elementary,Davidson,Lexington,"11161 East Old Hwy 64, Lexington, NC 27292",-80.1005543,35.732407
290365,South Davidson High,Davidson,Denton,"14956 South NC Hwy 109, Denton, NC 27239",-80.104271,35.672924
290366,"Southwood Elementary, Lexington",Davidson,Lexington,"5850 NC Hwy 8, Lexington, NC 27292",-80.2679855,35.7324185
290367,South Davidson Middle,Davidson,Denton,"14954 NC Hwy 109 South, Denton, NC 27239",-80.1033943,35.673509
290375,Tyro Elementary,Davidson,Lexington,"450 Cow Palace Rd, Lexington, NC 27295",-80.320761,35.79132
290376,Tyro Middle,Davidson,Lexington,"2946 Michael Road, Lexington, NC 27295",-80.371163,35.806285
290380,Wallburg Elementary,Davidson,Winston-Salem,"205 Motsinger Road, Winston-Salem, NC 27107",-80.1418536,36.0088306
290384,Welcome Elementary,Davidson,Lexington,"5701 Old Hwy 52, Lexington, NC 27295",-80.2581166,35.9031833
290388,West Davidson High,Davidson,Lexington,"200 Dragon Drive, Lexington, NC 27295",-80.3658593,35.8045448
290389,Yadkin Valley Regional Career Academy,Davidson,Lexington,"2065 E. Holly Grove Road, Lexington, NC 27292",-80.18886,35.8169974
290LEA,Davidson County Schools,Davidson,Lexington,"250 County School Road, Lexington, NC 27292",-80.1995609,35.8171771
291308,Charles England Elementary School,Davidson,Lexington,"111 Cornelia Dr, Lexington, NC 27292",-80.239189,35.8171558
291332,Lexington Middle School,Davidson,Lexington,"100 W Hemstead Street, Lexington, NC 27292",-80.2456206,35.8335432
291336,Lexington Senior High,Davidson,Lexington,"26 Penry Street, Lexington, NC 27292",-80.2499278,35.8327345
291340,Pickett Elementary School,Davidson,Lexington,"200 Biesecker Road, Lexington, NC 27292",-80.2651491,35.8459429
291348,South Lexington School,Davidson,Lexington,"1000 Cotton Grove Road, Lexington, NC 27292",-80.2612207,35.7964983
291350,South Lexington Development Center,Davidson,Lexington,"1006 Cotton Grove Road, Lexington, NC 27292",-80.26231,35.7967104
