code,name,county,city,full_address,long,lat
800394,Rowan Co Early College,Rowan,Salisbury,"1333 Jake Alexander Blvd S, Salisbury, NC 28146",-80.4809359,35.6402478
800396,Salisbury High,Rowan,Salisbury,"500 Lincolnton Rd, Salisbury, NC 28144",-80.4851398,35.6646335
800398,"Southeast Middle, Salisbury",Rowan,Salisbury,"1570 Peeler Rd, Salisbury, NC 28146",-80.508762,35.609832
800400,South Rowan High,Rowan,China Grove,"1655 Patterson St, China Grove, NC 28023",-80.610293,35.572984
800408,West Rowan High,Rowan,Mount Ulla,"8050 NC 801 Hwy, Mount Ulla, NC 28125",-80.6439773,35.6987181
800410,West Rowan Middle,Rowan,Salisbury,"5925 Statesville Blvd, Salisbury, NC 28147",-80.585417,35.7140916
800412,Woodleaf Elementary,Rowan,Woodleaf,"9055 School St, Woodleaf, NC 27054",-80.589236,35.771118
800LEA,Rowan-Salisbury Schools,Rowan,Salisbury,"500 North Main Street, Salisbury, NC 28144",-80.4654836,35.6712203
810324,Chase High School,Rutherford,Forest City,"1603 Chase High Rd, Forest City, NC 28043",-81.8430129,35.2502768
810326,Chase Middle School,Rutherford,Forest City,"840 Chase High Rd, Forest City, NC 28043",-81.844647,35.2691918
810328,Cliffside Elementary School,Rutherford,Cliffside,"4016 US Hwy 221-A, Cliffside, NC 28024",-81.7684909,35.2469642
810336,Forest City-Dunbar Elementary School,Rutherford,Forest City,"286 Learning Parkway, Forest City, NC 28043",-81.8747228,35.3474679
810340,East Rutherford High School,Rutherford,Bostic,"331 East High Rd, Bostic, NC 28018",-81.8178248,35.3408462
810342,East Rutherford Middle School,Rutherford,Bostic,"259 East Church Street, Bostic, NC 28018",-81.8307188,35.3612185
810344,Ellenboro Elementary School,Rutherford,Ellenboro,"813 Piney Mountain Church Rd, Ellenboro, NC 28040",-81.7734075,35.3512735
810350,Forrest W. Hunt Elementary School,Rutherford,Forest City,"100 Forrest Hunt Drive, Forest City, NC 28043",-81.8512079,35.3016246
810360,Harris Elementary School,Rutherford,Forest City,"3330 US 221 S Hwy, Forest City, NC 28043",-81.8997821,35.2740067
810364,Mt. Vernon-Ruth Elementary School,Rutherford,Forest City,"2785 Hudlow Road, Forest City, NC 28043",-81.912436,35.410773
810370,Pinnacle Elementary School,Rutherford,Rutherfordton,"1204 Painters Gap Road, Rutherfordton, NC 28139",-82.0075108,35.4657877
810378,R-S Middle School,Rutherford,Rutherfordton,"545 Charlotte Rd, Rutherfordton, NC 28139",-81.9442103,35.3658404
810384,R-S Central High School,Rutherford,Rutherfordton,"641 Hwy 221 North, Rutherfordton, NC 28139",-81.9676299,35.4026798
810385,Rutherford Early College High School,Rutherford,Spindale,"286 ICC Loop Road, Spindale, NC 28160",-81.9131525,35.3362041
810386,Rutherford Opportunity Center,Rutherford,Forest City,"140 Old Caroleen Road, Forest City, NC 28043",-81.8581972,35.3298663
810388,Rutherfordton Elementary School,Rutherford,Rutherfordton,"201 Bob Hardin Road, Rutherfordton, NC 28139",-81.9730629,35.3345895
810396,Spindale Elementary School,Rutherford,Spindale,"161 N Oak St, Spindale, NC 28160",-81.933071,35.359826
810400,Sunshine Elementary School,Rutherford,Bostic,"231 Toney Road, Bostic, NC 28018",-81.810221,35.452964
810LEA,Rutherford County Schools,Rutherford,Forest City,"382 West Main Street, Forest City, NC 28043",-81.8723312,35.338613
81A000,Thomas Jefferson Class Academy,Rutherford,Mooresboro,"2527 US 221A Hwy, Mooresboro, NC 28114",-81.797241,35.2741098
81B000,Lake Lure Classical Academy,Rutherford,Lake Lure,"1058 Island Creek Rd., Lake Lure, NC 28746",-82.1931355,35.4083003
820312,Roseboro Elementary,Sampson,Roseboro,"180 Butler Island Road, Roseboro, NC 28382",-78.5203599,34.9433132
820320,Clement Elementary,Sampson,Autryville,"3220 Maxwell Rd, Autryville, NC 28318",-78.5895169,35.1052268
820324,Sampson Early College High,Sampson,Clinton,"1801 Sunset Ave, Clinton, NC 28329",-78.3599458,34.9904375
820340,Hargrove Elementary,Sampson,Faison,"7725 Faison Hwy, Faison, NC 28341",-78.237854,35.091831
820346,Hobbton Elementary,Sampson,Newton Grove,"12361 Hobbton Hwy, Newton Grove, NC 28366",-78.3294219,35.181091
820347,Hobbton Middle,Sampson,Newton Grove,"12081 Hobbton Hwy, Newton Grove, NC 28366",-78.3291556,35.1762775
820348,Hobbton High,Sampson,Newton Grove,"12201 Hobbton Hwy, Newton Grove, NC 28366",-78.3289252,35.1776337
820349,Lakewood High,Sampson,Salemburg,"245 Lakewood School Rd, Salemburg, NC 28385",-78.5007858,34.9909373
820350,"Midway Elementary, Dunn",Sampson,Dunn,"15375 Spiveys Corner Highway, Dunn, NC 28334",-78.479435,35.175238
820352,Midway High,Sampson,Newton Grove,"15274 Spiveys Corner Highway, Newton Grove, NC 28366",-78.4750679,35.173743
820354,Midway Middle,Sampson,Dunn,"1115 Roberts Grove Road, Dunn, NC 28334",-78.5322769,35.1669795
820364,Plain View Elementary,Sampson,Dunn,"4140 Plain View Hwy, Dunn, NC 28334",-78.540294,35.236476
820370,Union Middle,Sampson,Clinton,"455 River Road, Clinton, NC 28328",-78.255341,34.867568
820372,Roseboro-Salemburg Middle,Sampson,Roseboro,"305 West Pleasant Street, Roseboro, NC 28382",-78.5142473,34.9491737
820376,Salemburg Elementary,Sampson,Salemburg,"404 E. College Street, Salemburg, NC 28385",-78.4976584,35.0139957
820384,"Union Elementary, Clinton",Sampson,Clinton,"10400 Taylors Bridge Hwy, Clinton, NC 28328",-78.243117,34.8258401
820385,Union Intermediate,Sampson,Clinton,"1190 Edmond Matthis Road, Clinton, NC 28328",-78.280863,34.85579
820388,Union High,Sampson,Rose Hill,"1189 Kader Merritt Road, Rose Hill, NC 28458",-78.242059,34.808835
820LEA,Sampson County Schools,Sampson,Clinton,"437 Rowan Rd, Clinton, NC 28328",-78.2959282,34.9784002
821304,Butler Avenue Elementary,Sampson,Clinton,"301 Butler Ave, Clinton, NC 28328",-78.317783,34.988611
821308,Clinton High,Sampson,Clinton,"340 Indian Town Road, Clinton, NC 28328",-78.330267,34.9718613
821316,Langdon C Kerr Elementary,Sampson,Clinton,"112 Kimbrough Rd, Clinton, NC 28328",-78.3202294,35.0143885
821320,Sampson Middle,Sampson,Clinton,"1201 W Elizabeth St, Clinton, NC 28328",-78.333236,34.9736112
821330,Sunset Avenue Elementary,Sampson,Clinton,"505 Sunset Ave, Clinton, NC 28328",-78.3307815,34.9981644
821LEA,Clinton City Schools,Sampson,Clinton,"300 Westover Rd, Clinton, NC 28328",-78.332949,34.9902127
830304,Carver Middle,Scotland,Laurel Hill,"18601 Fieldcrest Road, Laurel Hill, NC 28351",-79.5202088,34.8207073
830312,Covington Street Elementary,Scotland,Laurinburg,"615 W Covington St, Laurinburg, NC 28352",-79.471804,34.772452
830316,Shaw Academy,Scotland,Laurinburg,"18700 Old Wire Road, Laurinburg, NC 28352",-79.417152,34.859399
830320,I E Johnson Elementary,Scotland,Laurinburg,"815 McGirts Bridge Road, Laurinburg, NC 28352",-79.445688,34.7821424
830328,Laurel Hill Elementary,Scotland,Laurel Hill,"11340 Old Wire Road, Laurel Hill, NC 28351",-79.5203159,34.82265
830336,North Laurinburg Elementary,Scotland,Laurinburg,"831 N Gill St, Laurinburg, NC 28352",-79.455496,34.788669
830343,Scotland High School,Scotland,Laurinburg,"1000 West Church St, Laurinburg, NC 28352",-79.477823,34.778051
830348,Scotland Early College High,Scotland,Laurinburg,"1700 Dogwood Mile, Laurinburg, NC 28352",-79.4797726,34.7447182
830349,Spring Hill Middle,Scotland,Laurinburg,"22801 Airbase Road, Laurinburg, NC 28352",-79.3772655,34.8691076
830356,South Scotland Elementary,Scotland,Laurinburg,"17200 Barnes Bridge Rd, Laurinburg, NC 28352",-79.4391821,34.7347983
830360,Wagram Elementary,Scotland,Wagram,"24081 Main Street, Wagram, NC 28396",-79.367874,34.884434
830364,Sycamore Lane Elementary,Scotland,Laurinburg,"2100 Sycamore Lane, Laurinburg, NC 28352",-79.4890148,34.7395274
830LEA,Scotland County Schools,Scotland,Laurinburg,"322 S Main St, Laurinburg, NC 28352",-79.4620385,34.7745225
840302,Albemarle High,Stanly,Albemarle,"311 Park Ridge Road, Albemarle, NC 28001",-80.192856,35.371967
840303,Albemarle Middle,Stanly,Albemarle,"1811 Badin Road, Albemarle, NC 28001",-80.1684118,35.3537524
840304,Aquadale Elementary,Stanly,Norwood,"11707 NC Hwy 138, Norwood, NC 28128",-80.2236211,35.2288743
840308,Badin Elementary,Stanly,Badin,"47 Henderson St, Badin, NC 28009",-80.1147462,35.4019947
840310,"Central Elementary, Albemarle",Stanly,Albemarle,"206 N 3rd Street, Albemarle, NC 28001",-80.195563,35.3541049
840312,Endy Elementary,Stanly,Albemarle,"27670 Betty Rd, Albemarle, NC 28001",-80.2787134,35.3058146
840316,East Albemarle Elementary,Stanly,Albemarle,"1813 E Main Street, Albemarle, NC 28001",-80.168063,35.3508377
840320,Locust Elementary,Stanly,Locust,"103 School Rd, Locust, NC 28097",-80.4189599,35.2627194
840324,Millingport Elementary,Stanly,Albemarle,"24198 NC Hwy 73 W, Albemarle, NC 28001",-80.2988874,35.3784336
840328,North Stanly Middle,Stanly,New London,"36605 Old Salisbury Rd, New London, NC 28127",-80.2332913,35.4115232
840332,North Stanly High,Stanly,New London,"40206 US Hwy 52 N, New London, NC 28127",-80.2128465,35.4258243
840336,Norwood Elementary,Stanly,Norwood,"400 South Main St, Norwood, NC 28128",-80.1160979,35.22115
840342,Oakboro Choice STEM,Stanly,Oakboro,"1244 N Main St, Oakboro, NC 28129",-80.335532,35.234039
840344,Richfield Elementary,Stanly,Richfield,"120 Morgan Street, Richfield, NC 28137",-80.255735,35.468403
840350,West Stanly Middle School,Stanly,Locust,"339 Running Creek Church Rd, Locust, NC 28097",-80.3838714,35.2762016
840356,South Stanly High,Stanly,Norwood,"40488 S Stanly School Rd, Norwood, NC 28128",-80.1649421,35.2306162
840358,South Stanly Middle,Stanly,Norwood,"12492 Cottonville Road, Norwood, NC 28128",-80.1642261,35.2404356
840360,Stanfield Elementary,Stanly,Stanfield,"101 Montgomery St, Stanfield, NC 28163",-80.4265775,35.2306199
840361,Stanly Early College High,Stanly,Albemarle,"141 College Drive, Albemarle, NC 28001",-80.2360883,35.3392812
840368,West Stanly High,Stanly,Oakboro,"306 East Red Cross Road, Oakboro, NC 28129",-80.3467846,35.2677326
840370,Stanly Academy Learning Center,Stanly,Albemarle,"1121 Austin Street, Albemarle, NC 28001",-80.2093425,35.3629075
840LEA,Stanly County Schools,Stanly,Albemarle,"1000-4 N First Street, Albemarle, NC 28001",-80.1976897,35.3658452
84B000,Gray Stone Day,Stanly,Misenheimer,"49464 Merner Terrace, Misenheimer, NC 28109",-80.2801643,35.4859575
850304,Chestnut Grove Middle,Stokes,King,"2185 Chestnut Grove Road, King, NC 27021",-80.3749992,36.3201653
850312,Germanton Elementary,Stokes,Germanton,"6085 NC 8 Hwy South, Germanton, NC 27019",-80.2343319,36.2974712
850314,Mount Olive Elementary,Stokes,King,"2145 Chestnut Grove Road, King, NC 27021",-80.3732606,36.3194642
850316,King Elementary,Stokes,King,"152 East School St, King, NC 27021",-80.3539,36.278681
850320,Lawsonville Elementary,Stokes,Lawsonville,"4611 NC 8 Hwy North, Lawsonville, NC 27022",-80.2322495,36.486047
850324,Meadowbrook Academy,Stokes,King,"817 Meadowbrook Drive, King, NC 27021",-80.382569,36.271391
850328,Nancy Reynolds Elementary,Stokes,Westfield,"1585 NC 66 Hwy North, Westfield, NC 27053",-80.3445417,36.4370304
850332,North Stokes High,Stokes,Danbury,"1350 N Stokes Sch Rd, Danbury, NC 27016",-80.28031,36.464439
850336,Pine Hall Elementary,Stokes,Pine Hall,"1400 Pine Hall Road, Pine Hall, NC 27042",-80.048818,36.32907
850338,Piney Grove Middle,Stokes,Lawsonville,"3415 Piney Grove Church Road, Lawsonville, NC 27022",-80.2350067,36.4903968
850340,Pinnacle Elementary,Stokes,Pinnacle,"1095 Surry Line Rd, Pinnacle, NC 27043",-80.4366,36.327782
850342,Poplar Springs Elementary,Stokes,King,"223 Hobe Kiser Road, King, NC 27021",-80.3287522,36.2948165
850348,"Sandy Ridge Elementary, Sandy Ridge",Stokes,Sandy Ridge,"1070 Amostown Road, Sandy Ridge, NC 27046",-80.100645,36.499682
850350,Southeastern Middle,Stokes,Walnut Cove,"1044 N Main Street, Walnut Cove, NC 27052",-80.138461,36.309152
850352,South Stokes High,Stokes,Walnut Cove,"1100 S Stokes High Drive, Walnut Cove, NC 27052",-80.240401,36.326134
850354,London Elementary,Stokes,Walnut Cove,"609 School Street, Walnut Cove, NC 27052",-80.1463201,36.2997807
850356,Walnut Cove Elementary,Stokes,Walnut Cove,"1211 Walnut Cove School Rd, Walnut Cove, NC 27052",-80.1485293,36.3253716
850358,West Stokes High,Stokes,King,"1400 Priddy Road, King, NC 27021",-80.3758359,36.3140098
850360,Stokes Early College,Stokes,Walnut Cove,"1165 Dodgetown Rd, Walnut Cove, NC 27052",-80.1833158,36.3763219
850LEA,Stokes County Schools,Stokes,Danbury,"100 Courthouse Circle, Danbury, NC 27016",-80.2057231,36.4097101
860302,Cedar Ridge Elementary,Surry,Lowgap,"734 Flippin Road, Lowgap, NC 27024",-80.80008,36.508659
860306,"Central Middle, Dobson",Surry,Dobson,"883 Zephyr Rd, Dobson, NC 27017",-80.7345207,36.3958614
860308,Copeland Elementary,Surry,Dobson,"948 Copeland School Road, Dobson, NC 27017",-80.65087,36.337156
860312,Dobson Elementary,Surry,Dobson,"400 W Atkins Street, Dobson, NC 27017",-80.726201,36.394853
860316,East Surry High,Surry,Pilot Mountain,"801 W Main Street, Pilot Mountain, NC 27041",-80.477023,36.392761
860320,Flat Rock Elementary,Surry,Mount Airy,"1539 E Pine St, Mount Airy, NC 27030",-80.568901,36.513148
860324,Franklin Elementary,Surry,Mount Airy,"519 S Franklin Road, Mount Airy, NC 27030",-80.631,36.4894139
860326,J Sam Gentry Middle,Surry,Mount Airy,"1915 W Pine Street, Mount Airy, NC 27030",-80.655409,36.4993399
860330,Meadowview Magnet Middle,Surry,Mount Airy,"1282 McKinney Road, Mount Airy, NC 27030",-80.65327,36.4816969
860332,Mountain Park Elementary,Surry,State Road,"505 Mountain Park Rd, State Road, NC 28676",-80.851987,36.373437
860336,North Surry High,Surry,Mount Airy,"2440 W Pine Street, Mount Airy, NC 27030",-80.673766,36.504944
860339,Pilot Mountain Elementary,Surry,Pilot Mountain,"218 Friends St., Pilot Mountain, NC 27041",-80.4700226,36.3902983
860340,Pilot Mountain Middle,Surry,Pilot Mountain,"543 Old Westfield Road, Pilot Mountain, NC 27041",-80.47266,36.4013975
860344,Rockford Elementary,Surry,Dobson,"719 Rockford Rd, Dobson, NC 27017",-80.694087,36.370937
860348,Shoals Elementary,Surry,Pinnacle,"1800 Shoals Road, Pinnacle, NC 27043",-80.503686,36.333182
860352,Surry Central High,Surry,Dobson,"716 South Main Street, Dobson, NC 27017",-80.7148274,36.3817857
860354,Surry Early College,Surry,Dobson,"630 South Main Street, Dobson, NC 27017",-80.7161576,36.385371
860356,Westfield Elementary,Surry,Pilot Mountain,"273 Jessup Grove Church Rd, Pilot Mountain, NC 27041",-80.494905,36.459477
860360,White Plains Elementary,Surry,Mount Airy,"710 Cadle Ford Rd, Mount Airy, NC 27030",-80.666379,36.448503
860LEA,Surry County Schools,Surry,Dobson,"209 N Crutchfield St, Dobson, NC 27017",-80.724778,36.39676
861304,Elkin Elementary,Surry,Elkin,"135 Old Virginia Rd, Elkin, NC 28621",-80.854315,36.245685
861308,Elkin High,Surry,Elkin,"334 Elk Spur St, Elkin, NC 28621",-80.860273,36.245632
861312,Elkin Middle,Surry,Elkin,"300 Elk Spur St, Elkin, NC 28621",-80.859654,36.244965
861LEA,Elkin City Schools,Surry,Elkin,"202 West Spring St, Elkin, NC 28621",-80.8535632,36.2482759
862308,Bruce H Tharrington Primary,Surry,Mount Airy,"315 Culbert Street, Mount Airy, NC 27030",-80.6019012,36.490373
862310,Jones Intermediate,Surry,Mount Airy,"2170 Riverside Drive, Mount Airy, NC 27030",-80.58758,36.527713
862312,Mount Airy High,Surry,Mount Airy,"1011 N South St, Mount Airy, NC 27030",-80.615433,36.5120414
862316,Mount Airy Middle,Surry,Mount Airy,"249 Hamburg Street, Mount Airy, NC 27030",-80.5904494,36.4968352
862LEA,Mount Airy City Schools,Surry,Mount Airy,"130 Rawley Ave, Mount Airy, NC 27030",-80.6108576,36.5045002
86T000,Millennium Charter Academy,Surry,Mount Airy,"500 Old Springs Rd, Mount Airy, NC 27030",-80.5973901,36.5164742
870314,Swain County High School,Swain,Bryson City,"1415 Fontana Road, Bryson City, NC 28713",-83.4563177,35.4472269
870318,Swain County Middle School,Swain,Bryson City,"135 Arlington Ave, Bryson City, NC 28713",-83.448646,35.423644
870320,Swain County East Elementary,Swain,Bryson City,"4747 Ela Rd, Bryson City, NC 28713",-83.3887419,35.453586
870324,Swain County West Elementary,Swain,Bryson City,"4142 Hwy 19 West, Bryson City, NC 28713",-83.487813,35.387828
870LEA,Swain County Schools,Swain,Bryson City,"280 School Drive, Bryson City, NC 28713",-83.449025,35.422661
87A000,Mountain Discovery,Swain,Bryson City,"890 Jenkins Branch Rd N, Bryson City, NC 28713",-83.4534888,35.4061043
880304,Brevard Elementary,Transylvania,Brevard,"399 Greenville Hwy, Brevard, NC 28712",-82.7218684,35.2253874
880308,Brevard High,Transylvania,Brevard,"609 N. Country Club Rd, Brevard, NC 28712",-82.7349386,35.2172551
880312,Brevard Middle,Transylvania,Brevard,"400 Fisher Rd, Brevard, NC 28712",-82.7284763,35.245981
880318,Pisgah Forest Elementary,Transylvania,Brevard,"1076 Ecusta Rd, Brevard, NC 28712",-82.7030134,35.2575137
880320,Davidson River School,Transylvania,Brevard,"970 Ecusta Rd, Brevard, NC 28712",-82.7041264,35.2587132
880324,Rosman Elementary,Transylvania,Rosman,"167 Rosman School Rd, Rosman, NC 28772",-82.8270742,35.1436754
880328,Rosman High,Transylvania,Rosman,"749 Pickens Hwy, Rosman, NC 28772",-82.820739,35.1433969
880330,Rosman Middle,Transylvania,Rosman,"2770 Old Rosman Hwy, Rosman, NC 28772",-82.8206508,35.143301
880336,T C Henderson,Transylvania,Lake Toxaway,"11839 Rosman Hwy, Lake Toxaway, NC 28747",-82.887632,35.1308566
880LEA,Transylvania County Schools,Transylvania,Brevard,"225 Rosenwald Ln, Brevard, NC 28712",-82.7430415,35.2369119
88A000,Brevard Academy,Transylvania,Pisgah Forest,"1110 Hendersonville Highway, Pisgah Forest, NC 28768",-82.6854276,35.2692904
890304,Columbia High,Tyrrell,Columbia,"902 Main St, Columbia, NC 27925",-76.246185,35.919445
890306,Columbia Middle,Tyrrell,Columbia,"920 Main Street, Columbia, NC 27925",-76.246185,35.919445
890308,Tyrrell Elementary,Tyrrell,Columbia,"486 Elementary School Road, Columbia, NC 27925",-76.241245,35.91362
890LEA,Tyrrell County Schools,Tyrrell,Columbia,"1107 Hwy 64 E, Columbia, NC 27925",-76.2326583,35.9197208
900302,Antioch Elementary,Union,Matthews,"3101 Antioch Church Road, Matthews, NC 28104",-80.7223946,35.0588827
900303,Rea View Elementary,Union,Waxhaw,"320 Reid Dairy Road, Waxhaw, NC 28173",-80.7748257,35.0162054
900304,Benton Heights Elementary,Union,Monroe,"1200 Concord Ave, Monroe, NC 28110",-80.5535799,34.9935991
900305,New Town Elementary,Union,Waxhaw,"1100 Waxhaw-Indian Tr. Rd., Waxhaw, NC 28173",-80.7055882,34.9782465
900306,"East Elementary, Monroe",Union,Monroe,"515 Elizabeth Ave, Monroe, NC 28112",-80.5318963,34.9778673
900307,"Rocky River Elementary, Monroe",Union,Monroe,"500 N. Rocky River Road, Monroe, NC 28110",-80.6099778,34.9935544
900308,East Union Middle,Union,Marshville,"6010 W Marshville Blvd, Marshville, NC 28103",-80.3833884,34.985273
900310,Cuthbertson Middle,Union,Waxhaw,"1520 Cuthbertson Rd, Waxhaw, NC 28173",-80.7407507,34.9739945
900311,Cuthbertson High,Union,Waxhaw,"1400 Cuthbertson Rd, Waxhaw, NC 28173",-80.7391584,34.9754301
900312,"Fairview Elementary, Monroe",Union,Monroe,"110 Clontz Road, Monroe, NC 28110",-80.5400506,35.1602297
900314,Monroe Middle,Union,Monroe,"601 E Sunset Drive, Monroe, NC 28112",-80.5398253,34.9736453
900316,Forest Hills High,Union,Marshville,"100 Forest Hills School Rd, Marshville, NC 28103",-80.414609,34.979545
900318,Hemby Bridge Elementary,Union,Indian Trail,"6701 Indian Trl-Fairview Rd, Indian Trail, NC 28079",-80.618481,35.107583
900320,Indian Trail Elementary,Union,Indian Trail,"200 Education Rd, Indian Trail, NC 28079",-80.6747234,35.0744733
900328,Kensington Elementary,Union,Waxhaw,"8701 Kensington Drive, Waxhaw, NC 28173",-80.775736,34.9448551
900332,Marshville Elementary,Union,Marshville,"515 North Elm Street, Marshville, NC 28103",-80.3700133,34.9919723
900334,Marvin Elementary,Union,Marvin,"9700 Marvin School Rd, Marvin, NC 28173",-80.8089699,34.9996356
900336,Monroe High,Union,Monroe,"1 High School Dr, Monroe, NC 28112",-80.5257129,34.9728567
900340,New Salem Elementary,Union,Marshville,"6106 Hwy 205, Marshville, NC 28103",-80.3706497,35.1294972
900341,Porter Ridge Elementary,Union,Indian Trail,"2843 Ridge Road, Indian Trail, NC 28079",-80.5758721,35.0932286
900342,Porter Ridge High School,Union,Indian Trail,"2839 Ridge Road, Indian Trail, NC 28079",-80.5738762,35.0906014
900343,Porter Ridge Middle School,Union,Indian Trail,"2827 Ridge Road, Indian Trail, NC 28079",-80.5714463,35.089389
900344,Parkwood High,Union,Monroe,"3220 Parkwood School Rd, Monroe, NC 28112",-80.6308061,34.9017106
900346,Parkwood Middle,Union,Monroe,"3219 Parkwood School Rd, Monroe, NC 28112",-80.6307462,34.8987192
900347,Poplin Elementary,Union,Indian Trail,"5627 Poplin Rd, Indian Trail, NC 28079",-80.6004961,35.0859438
900348,Piedmont High,Union,Monroe,"3006 Sikes Mill Road, Monroe, NC 28110",-80.4916131,35.0952497
900350,Piedmont Middle,Union,Monroe,"2816 Sikes Mill Rd, Monroe, NC 28110",-80.4911056,35.0925822
900351,Rock Rest Elementary,Union,Monroe,"814 Old Pageland-Monroe Rd, Monroe, NC 28112",-80.4869409,34.9571618
900352,"Prospect Elementary, Monroe",Union,Monroe,"3005 Ruben Rd, Monroe, NC 28112",-80.6138718,34.8603065
900353,"Sandy Ridge Elementary, Waxhaw",Union,Waxhaw,"10101 Waxhaw Manor Drive, Waxhaw, NC 28173",-80.8020473,34.9673528
900354,Sardis Elementary,Union,Monroe,"4416 Sardis Church Road, Monroe, NC 28110",-80.620637,35.0708037
900356,Shiloh Elementary,Union,Monroe,"5210 Rogers Rd, Monroe, NC 28110",-80.6499465,35.0374341
900358,Stallings Elementary,Union,Stallings,"3501 Stallings Rd, Stallings, NC 28104",-80.6649921,35.109087
900360,Sun Valley High,Union,Monroe,"5211 Old Charlotte Hwy, Monroe, NC 28110",-80.6460298,35.0448044
900362,Sun Valley Middle,Union,Indian Trail,"1409 Wesley Chapel Rd, Indian Trail, NC 28079",-80.6495422,35.0424299
900363,Sun Valley Elementary,Union,Monroe,"5200 Rogers Rd, Monroe, NC 28110",-80.6488672,35.0386874
900364,"Union Elementary, Wingate",Union,Wingate,"5320 White Store Rd, Wingate, NC 28174",-80.411514,34.911132
900365,South Providence,Union,Waxhaw,"500 South Providence Street, Waxhaw, NC 28173",-80.7416738,34.9213187
900366,Central Academy of Technology and Arts,Union,Monroe,"600 Brewer Dr, Monroe, NC 28112",-80.5674519,34.9719351
900367,Union County Early College,Union,Monroe,"4209A Old Charlotte Hwy, Monroe, NC 28110",-80.6204635,35.0312253
900368,Unionville Elementary,Union,Monroe,"4511 Unionville Rd, Monroe, NC 28110",-80.5090747,35.085575
900370,Walter Bickett Elementary,Union,Monroe,"830 South ML King Blvd, Monroe, NC 28112",-80.582309,34.970966
900372,Waxhaw Elementary,Union,Waxhaw,"1101 Old Providence Rd, Waxhaw, NC 28173",-80.7334814,34.9187362
900376,Weddington Elementary,Union,Matthews,"3927 Twelve Mile Creek Road, Matthews, NC 28104",-80.7253223,35.0069312
900377,Weddington High,Union,Matthews,"4901 Monroe-Weddington Road, Matthews, NC 28104",-80.7254263,35.0013626
900378,Weddington Middle,Union,Matthews,"5903 Deal Road, Matthews, NC 28104",-80.7238841,35.0060829
900380,Wesley Chapel Elementary,Union,Monroe,"110 Potter Rd S, Monroe, NC 28110",-80.6729826,35.0053355
900384,Western Union Elementary,Union,Waxhaw,"4111 Western Union Sch Rd, Waxhaw, NC 28173",-80.6909208,34.9252772
900388,Wingate Elementary,Union,Wingate,"301 Bivens Street, Wingate, NC 28174",-80.4554937,34.9846396
900391,Marvin Ridge Middle,Union,Waxhaw,"2831 Crane Road, Waxhaw, NC 28173",-80.793485,34.974567
900392,Wolfe School,Union,Monroe,"722 Brewer Drive, Monroe, NC 28112",-80.5681919,34.9698674
900393,Marvin Ridge High,Union,Waxhaw,"2825 Crane Road, Waxhaw, NC 28173",-80.7964039,34.9742645
900LEA,Union County Public Schools,Union,Monroe,"400 North Church Street, Monroe, NC 28112",-80.547057,34.9838752
90A000,"Union Academy, Monroe",Union,Monroe,"675 North ML King Jr Blvd, Monroe, NC 28110",-80.579894,34.9907188
90B000,Union Day School,Union,Waxhaw,"8120 Kensington Rd, Waxhaw, NC 28173",-80.759708,34.9563293
90C000,Union Prep Academy at Indian Trail,Union,Indian Trail,"2324 Younts Road, Indian Trail, NC 28079",-80.6482125,35.0836835
910304,Aycock Elementary,Vance,Henderson,"305 Carey Chapel Rd, Henderson, NC 27537",-78.3614166,36.3208051
910308,"Carver Elementary, Henderson",Vance,Henderson,"987 Carver Sch Rd, Henderson, NC 27537",-78.3233215,36.3684421
910311,Clarke Elementary,Vance,Henderson,"309 Mount Carmel Church Road, Henderson, NC 27537",-78.3687998,36.2991703
910314,Dabney Elementary,Vance,Henderson,"150 Lanning Road, Henderson, NC 27537",-78.4817415,36.3309516
910316,Eaton-Johnson Middle,Vance,Henderson,"500 N Beckford Drive, Henderson, NC 27536",-78.403126,36.3373595
910320,Henderson Middle,Vance,Henderson,"219 Charles St, Henderson, NC 27536",-78.3997016,36.3277107
910340,"New Hope Elementary, Henderson",Vance,Henderson,"10199 NC 39 Hwy N, Henderson, NC 27537",-78.442096,36.4643118
910346,E O Young Jr Elementary,Vance,Henderson,"6655 Broad Street, Henderson, NC 27537",-78.3296196,36.396691
910356,Pinkston Street Elementary,Vance,Henderson,"855 Adams St, Henderson, NC 27536",-78.3866947,36.324727
910360,E M Rollins Elementary,Vance,Henderson,"1600 S Garnett St, Henderson, NC 27536",-78.4156681,36.3200192
910364,Southern Vance High,Vance,Henderson,"925 Garrett Road, Henderson, NC 27537",-78.3735567,36.3043127
910368,AdVance Academy,Vance,Henderson,"219 Charles Street, Henderson, NC 27536",-78.3997016,36.3277107
910370,Northern Vance High,Vance,Henderson,"293 Warrenton Road, Henderson, NC 27537",-78.3742753,36.3506061
910376,L B Yancey Elementary,Vance,Henderson,"311 Hawkins Drive, Henderson, NC 27536",-78.4023796,36.3065981
910380,Zeb Vance Elementary,Vance,Kittrell,"4800 Raleigh Road, Kittrell, NC 27544",-78.4104409,36.2648518
910382,Vance Co Early College,Vance,Henderson,"200 Community College Rd, Henderson, NC 27537",-78.4877589,36.3232811
910384,STEM Early High,Vance,Henderson,"925 Garrett Road, Henderson, NC 27537",-78.3735567,36.3043127
910LEA,Vance County Schools,Vance,Henderson,"1724 Graham Avenue, Henderson, NC 27536",-78.4450868,36.3282737
