code,name,county,city,full_address
260383,Mac Williams Middle,Cumberland,Fayetteville,"4644 Clinton Road, Fayetteville, NC 28312"
260386,Margaret Willis Elementary,Cumberland,Fayetteville,"1412 Belvedere Avenue, Fayetteville, NC 28305"
260388,Massey Hill Classical High,Cumberland,Fayetteville,"1062 Southern Avenue, Fayetteville, NC 28306"
260396,Mary McArthur Elementary,Cumberland,Fayetteville,"3809 Village Drive, Fayetteville, NC 28304"
260397,E Melvin Honeycutt Elementary,Cumberland,Fayetteville,"4665 Lakewood Drive, Fayetteville, NC 28306"
260398,E E Miller Elementary,Cumberland,Fayetteville,"1361 Rim Road, Fayetteville, NC 28314"
260400,Montclair Elementary,Cumberland,Fayetteville,"555 Glensford Drive, Fayetteville, NC 28314"
260401,Morganton Road Elementary,Cumberland,Fayetteville,"102 Bonanza Drive, Fayetteville, NC 28303"
260402,Manchester Elementary,Cumberland,Spring Lake,"611 Spring Avenue, Spring Lake, NC 28390"
260403,New Century International Elementary,Cumberland,Fayetteville,"7465 Century Circle, Fayetteville, NC 28306"
260404,William H Owen Elementary,Cumberland,Fayetteville,"4533 Raeford Road, Fayetteville, NC 28304"
260405,Walker Spivey Elementary,Cumberland,Fayetteville,"500 Fisher Street, Fayetteville, NC 28301"
260406,Pine Forest Middle,Cumberland,Fayetteville,"6901 Ramsey Street, Fayetteville, NC 28311"
260407,Lake Rim Elementary,Cumberland,Fayetteville,"1455 Hoke Loop Road, Fayetteville, NC 28314"
260408,Pine Forest High,Cumberland,Fayetteville,"525 Andrews Road, Fayetteville, NC 28311"
260410,Ponderosa Elementary,Cumberland,Fayetteville,"311 Bonanza Drive, Fayetteville, NC 28303"
260411,Reid Ross Classical High,Cumberland,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301"
260412,Raleigh Road Elementary,Cumberland,Linden,"8330 Ramsey Street, Linden, NC 28356"
260413,Howard Learning Academy,Cumberland,Fayetteville,"1608 Camden Road, Fayetteville, NC 28306"
260414,Benjamin J Martin Elementary,Cumberland,Fayetteville,"430 N Reilly Road, Fayetteville, NC 28303"
260415,Rockfish Elementary,Cumberland,Hope Mills,"5763 Rockfish Road, Hope Mills, NC 28348"
260416,J W Seabrook Elementary,Cumberland,Fayetteville,"4619 NC Hwy 210 South, Fayetteville, NC 28301"
260417,New Century International Middle,Cumberland,Fayetteville,"7455 Century Circle, Fayetteville, NC 28306"
260418,Seventy-First Classical Middle,Cumberland,Fayetteville,"6830 Raeford Road, Fayetteville, NC 28304"
260419,Reid Ross Classical Middle,Cumberland,Fayetteville,"3200 Ramsey Street, Fayetteville, NC 28301"
260424,Seventy-First High,Cumberland,Fayetteville,"6764 Raeford Road, Fayetteville, NC 28304"
260425,South View Middle,Cumberland,Hope Mills,"4100 Elk Road, Hope Mills, NC 28348"
260426,Sherwood Park Elementary,Cumberland,Fayetteville,"2115 Hope Mills Road, Fayetteville, NC 28304"
260427,South View High,Cumberland,Hope Mills,"4184 Elk Road, Hope Mills, NC 28348"
260428,Spring Lake Middle,Cumberland,Spring Lake,"612 Spring Avenue, Spring Lake, NC 28390"
260430,Stedman Elementary,Cumberland,Stedman,"7370 Clinton Road Hwy 24, Stedman, NC 28391"
260432,Stedman Primary,Cumberland,Stedman,"155 E First Street, Stedman, NC 28391"
260434,Stoney Point Elementary,Cumberland,Fayetteville,"7411 Rockfish Road, Fayetteville, NC 28306"
260440,Sunnyside Elementary,Cumberland,Fayetteville,"3876 Sunnyside School Road, Fayetteville, NC 28312"
260444,Teresa C Berrien Elementary,Cumberland,Fayetteville,"800 North Street, Fayetteville, NC 28301"
260446,Terry Sanford High,Cumberland,Fayetteville,"2301 Fort Bragg Road, Fayetteville, NC 28303"
260448,Vanstory Hills Elementary,Cumberland,Fayetteville,"400 Foxhall Road, Fayetteville, NC 28303"
260449,Ramsey Street High,Cumberland,Fayetteville,"117 Quincy St, Fayetteville, NC 28301"
260450,Warrenwood Elementary,Cumberland,Fayetteville,"4618 Rosehill Road, Fayetteville, NC 28311"
260452,Westarea Elementary,Cumberland,Fayetteville,"941 Country Club Drive, Fayetteville, NC 28301"
260454,Westover Middle,Cumberland,Fayetteville,"275 Bonanza Drive, Fayetteville, NC 28303"
260455,Westover High,Cumberland,Fayetteville,"277 Bonanza Drive, Fayetteville, NC 28303"
260459,William T Brown Elementary,Cumberland,Spring Lake,"2522 Andrews Church Road, Spring Lake, NC 28390"
260700,Cumberland Polytechnic,Cumberland,Fayetteville,"2201 Hull Rd, Fayetteville, NC 28303"
260LEA,Cumberland County Schools,Cumberland,Fayetteville,"2465 Gillespie Street, Fayetteville, NC 28306"
26B000,Alpha Academy,Cumberland,Fayetteville,"8030 Raeford Road, Fayetteville, NC 28304"
26C000,The Capitol Encore Academy,Cumberland,Fayetteville,"126 Hay Street, Fayetteville, NC 28301"
270304,"Central Elementary, Barco",Currituck,Barco,"504 Shortcut Road, Barco, NC 27917"
270306,Currituck County High,Currituck,Barco,"4203 Caratoke Hwy, Barco, NC 27917"
270308,Currituck County Middle,Currituck,Barco,"4263 Caratoke Hwy, Barco, NC 27917"
270309,Jarvisburg Elementary,Currituck,Jarvisburg,"110 Jarvisburg Rd, Jarvisburg, NC 27947"
270310,Shawboro Elementary School,Currituck,Shawboro,"370 Shawboro Road, Shawboro, NC 27973"
270311,The JP Knapp ECH (i)School,Currituck,Currituck,"2966 Caratoke Hwy, Currituck, NC 27929"
270312,Knotts Island Elementary,Currituck,Knotts Island,"413 Woodleigh Road, Knotts Island, NC 27950"
270316,Moyock Elementary,Currituck,Moyock,"255 Tulls Creek Road, Moyock, NC 27958"
270318,Moyock Middle,Currituck,Moyock,"216 Survey Road, Moyock, NC 27958"
270320,W T Griggs Elementary,Currituck,Poplar Branch,"261 Poplar Branch Road, Poplar Branch, NC 27965"
270LEA,Currituck County Schools,Currituck,Currituck,"2958 Caratoke Hwy, Currituck, NC 27929"
27A000,Water's Edge Village School,Currituck,Corolla,"1126 Schoolhouse Lane, Corolla, NC 27927"
280302,Cape Hatteras Elementary School,Dare,Buxton,"47500 Middle Ridge, Buxton, NC 27920"
280304,Cape Hatteras Secondary School,Dare,Buxton,"48576 Highway 12, Buxton, NC 27920"
280306,Dare Learning Academy,Dare,Manteo,"132 Russell Twiford Road, Manteo, NC 27954"
280308,Kitty Hawk Elementary School,Dare,Kitty Hawk,"16 Dogwood Trail, Kitty Hawk, NC 27949"
280310,Nags Head Elementary School,Dare,Nags Head,"3100 S Wrightsville Avenue, Nags Head, NC 27959"
280312,Manteo Elementary School,Dare,Manteo,"701 N Hwy 64/264, Manteo, NC 27954"
280316,Manteo High School,Dare,Manteo,"829 Wingina Avenue, Manteo, NC 27954"
280320,Manteo Middle School,Dare,Manteo,"1000 N Hwy 64, Manteo, NC 27954"
280324,First Flight Elementary School,Dare,Kill Devil Hills,"107 Veterans Drive, Kill Devil Hills, NC 27948"
280328,First Flight Middle School,Dare,Kill Devil Hills,"109 Veterans Drive, Kill Devil Hills, NC 27948"
280330,First Flight High School,Dare,Kill Devil Hills,"100 Veterans Drive, Kill Devil Hills, NC 27948"
280LEA,Dare County Schools,Dare,Nags Head,"3020 S. Wrightsville Ave, Nags Head, NC 27959"
290302,"Brier Creek Elementary, Thomasville",Davidson,Thomasville,"175 Watford Road, Thomasville, NC 27360"
290306,"Northwest Elementary, Lexington",Davidson,Lexington,"400 Northwest Elementary Road, Lexington, NC 27295"
290307,"Southmont Elementary, Lexington",Davidson,Lexington,"398 Owen Rd, Lexington, NC 27292"
290308,Central Davidson High,Davidson,Lexington,"2747 NC Hwy 47, Lexington, NC 27292"
290309,Central Davidson Middle,Davidson,Lexington,"2591 NC Hwy 47, Lexington, NC 27292"
290310,Stoner-Thomas School,Davidson,Lexington,"215 County School Road, Lexington, NC 27292"
290312,Churchland Elementary,Davidson,Lexington,"7571 S NC Hwy 150, Lexington, NC 27295"
290314,Davidson County High School,Davidson,Lexington,"2061 E Holly Grove Road, Lexington, NC 27292"
290315,Davidson Early College,Davidson,Lexington,"297 DCCC Road, Lexington, NC 27295"
290316,Davis-Townsend Elementary,Davidson,Lexington,"975 Heath Church Road, Lexington, NC 27292"
290320,Denton Elementary,Davidson,Denton,"305 W Salisbury Street, Denton, NC 27239"
290322,E Lawson Brown Middle,Davidson,Thomasville,"1140 Kendall Mill Road, Thomasville, NC 27360"
290324,East Davidson High,Davidson,Thomasville,"1408 Lake Road, Thomasville, NC 27360"
290328,Fair Grove Elementary,Davidson,Thomasville,"217 Cedar Lodge Road, Thomasville, NC 27360"
290330,Friedberg Elementary,Davidson,Winston-Salem,"1131 Friedberg Church Road, Winston-Salem, NC 27127"
290332,Hasty Elementary,Davidson,Thomasville,"325 Hasty School Road, Thomasville, NC 27360"
290333,Friendship Elementary,Davidson,Winston-Salem,"1490 Friendship-Ledford Road, Winston-Salem, NC 27107"
290334,Ledford Middle,Davidson,Thomasville,"3954 N NC Hwy 109, Thomasville, NC 27360"
290336,Ledford Senior High,Davidson,Thomasville,"140 Jesse Green Road, Thomasville, NC 27360"
290344,"Midway Elementary, Lexington",Davidson,Lexington,"318 Midway School Road, Lexington, NC 27295"
290348,North Davidson High,Davidson,Lexington,"7227 Old US Hwy 52, Lexington, NC 27295"
290349,Oak Grove High,Davidson,Winston-Salem,"3507 Midway School Rd, Winston-Salem, NC 27107"
290350,North Davidson Middle,Davidson,Lexington,"333 Critcher Drive, Lexington, NC 27295"
290351,Oak Grove Middle,Davidson,Winston-Salem,"1771 Hoy Long Road, Winston-Salem, NC 27107"
290352,"Pilot Elementary, Thomasville",Davidson,Thomasville,"145 Pilot School Road, Thomasville, NC 27360"
290356,Reeds Elementary,Davidson,Lexington,"791 South NC Hwy 150, Lexington, NC 27295"
290364,Silver Valley Elementary,Davidson,Lexington,"11161 East Old Hwy 64, Lexington, NC 27292"
290365,South Davidson High,Davidson,Denton,"14956 South NC Hwy 109, Denton, NC 27239"
290366,"Southwood Elementary, Lexington",Davidson,Lexington,"5850 NC Hwy 8, Lexington, NC 27292"
290367,South Davidson Middle,Davidson,Denton,"14954 NC Hwy 109 South, Denton, NC 27239"
290375,Tyro Elementary,Davidson,Lexington,"450 Cow Palace Rd, Lexington, NC 27295"
290376,Tyro Middle,Davidson,Lexington,"2946 Michael Road, Lexington, NC 27295"
290380,Wallburg Elementary,Davidson,Winston-Salem,"205 Motsinger Road, Winston-Salem, NC 27107"
290384,Welcome Elementary,Davidson,Lexington,"5701 Old Hwy 52, Lexington, NC 27295"
290388,West Davidson High,Davidson,Lexington,"200 Dragon Drive, Lexington, NC 27295"
290389,Yadkin Valley Regional Career Academy,Davidson,Lexington,"2065 E. Holly Grove Road, Lexington, NC 27292"
290LEA,Davidson County Schools,Davidson,Lexington,"250 County School Road, Lexington, NC 27292"
291308,Charles England Elementary School,Davidson,Lexington,"111 Cornelia Dr, Lexington, NC 27292"
291332,Lexington Middle School,Davidson,Lexington,"100 W Hemstead Street, Lexington, NC 27292"
291336,Lexington Senior High,Davidson,Lexington,"26 Penry Street, Lexington, NC 27292"
291340,Pickett Elementary School,Davidson,Lexington,"200 Biesecker Road, Lexington, NC 27292"
291348,South Lexington School,Davidson,Lexington,"1000 Cotton Grove Road, Lexington, NC 27292"
291350,South Lexington Development Center,Davidson,Lexington,"1006 Cotton Grove Road, Lexington, NC 27292"
291352,Southwest Elementary School,Davidson,Lexington,"434 Central Avenue, Lexington, NC 27292"
291LEA,Lexington City Schools,Davidson,Lexington,"1010 Fair Street, Lexington, NC 27292"
292316,Liberty Drive Elementary,Davidson,Thomasville,"401 Liberty Drive, Thomasville, NC 27360"
292318,Thomasville Primary,Davidson,Thomasville,"915 E Sunrise Avenue, Thomasville, NC 27360"
292320,Thomasville Middle,Davidson,Thomasville,"400 Unity Street, Thomasville, NC 27360"
292324,Thomasville High,Davidson,Thomasville,"410 Unity Street, Thomasville, NC 27360"
292LEA,Thomasville City Schools,Davidson,Thomasville,"400 Turner Street, Thomasville, NC 27360"
300306,Central Davie Academy,Davie,Mocksville,"160 Martin Luther King Jr. Road, Mocksville, NC 27028"
300308,Cooleemee Elementary,Davie,Cooleemee,"136 Marginal St, Cooleemee, NC 27014"
300310,Cornatzer Elementary,Davie,Mocksville,"552 Cornatzer Road, Mocksville, NC 27028"
300312,Davie County High,Davie,Mocksville,"180 War Eagle Drive, Mocksville, NC 27028"
300314,Davie County Early College High,Davie,Mocksville,"1211 Salisbury Road, Mocksville, NC 27028"
300320,Mocksville Elementary,Davie,Mocksville,"295 Cemetery St, Mocksville, NC 27028"
300325,North Davie Middle,Davie,Mocksville,"497 Farmington Road, Mocksville, NC 27028"
300326,Pinebrook Elementary,Davie,Mocksville,"477 Pinebrook School Rd, Mocksville, NC 27028"
300328,Shady Grove Elementary,Davie,Advance,"3179 Cornatzer Rd, Advance, NC 27006"
300330,South Davie Middle,Davie,Mocksville,"197 South Davie Drive, Mocksville, NC 27028"
300336,William R Davie Elementary,Davie,Mocksville,"3437 US Hwy 601 N, Mocksville, NC 27028"
300337,William Ellis Middle,Davie,Advance,"144 William Ellis Drive, Advance, NC 27006"
300LEA,Davie County Schools,Davie,Mocksville,"220 Cherry St, Mocksville, NC 27028"
310304,B F Grady Elementary,Duplin,Albertson,"2627 N NC 11 & 903, Albertson, NC 28508"
310308,Beulaville Elementary,Duplin,Beulaville,"138 Lyman Road, Beulaville, NC 28518"
310330,Chinquapin Elementary,Duplin,Chinquapin,"3894 NC 50 South, Chinquapin, NC 28521"
310336,Warsaw Elementary,Duplin,Warsaw,"158 Lanefield Road, Warsaw, NC 28398"
310338,Duplin Early College High,Duplin,Kenansville,"212 James Sprunt Dr, Kenansville, NC 28349"
310344,East Duplin High,Duplin,Beulaville,"394 North NC Highway 111, Beulaville, NC 28518"
310352,James Kenan High,Duplin,Warsaw,"1241 NC 24 & 50, Warsaw, NC 28398"
310356,Kenansville Elementary,Duplin,Kenansville,"328 Limestone Rd, Kenansville, NC 28349"
310360,North Duplin Elementary,Duplin,Mt. Olive,"157 North Duplin School Road, Mt. Olive, NC 28365"
310364,North Duplin Jr Sr High,Duplin,Mt. Olive,"1388 West NC 403 Highway, Mt. Olive, NC 28365"
310384,Rose Hill-Magnolia Elementary,Duplin,Rose Hill,"1329 Brooks Quinn Road, Rose Hill, NC 28458"
310388,Wallace Elementary,Duplin,Wallace,"4266 NC 11 S, Wallace, NC 28466"
310392,Wallace-Rose Hill High,Duplin,Teachey,"602 High School Road, Teachey, NC 28464"
310LEA,Duplin County Schools,Duplin,Kenansville,"315 N Main Street, Kenansville, NC 28349"
320304,Bethesda Elementary,Durham,Durham,"2009 S Miami Boulevard, Durham, NC 27703"
320306,"Brogden Middle, Durham",Durham,Durham,"1001 Leon Street, Durham, NC 27704"
320308,Burton Elementary,Durham,Durham,"1500 Mathison Avenue, Durham, NC 27701"
320309,J D Clement Early College HS,Durham,Durham,"1801 Fayetteville Street, NCCU-Robinson Science Building, Durham, NC 27707"
320310,Eastway Elementary,Durham,Durham,"610 North Alston Avenue, Durham, NC 27701"
320312,C E Jordan High,Durham,Durham,"6806 Garrett Road, Durham, NC 27707"
320313,Easley Elementary,Durham,Durham,"302 Lebanon Circle, Durham, NC 27712"
320314,The School for Creative Studies,Durham,Durham,"5001 Red Mill Rd, Durham, NC 27704"
320315,Eno Valley Elementary,Durham,Durham,"117 Milton Road, Durham, NC 27712"
320316,George L Carrington Middle,Durham,Durham,"227 Milton Road, Durham, NC 27712"
320317,City of Medicine Academy,Durham,Durham,"301 Crutchfield Road, Durham, NC 27704"
320318,Club Boulevard Elementary,Durham,Durham,"400 W Club Boulevard, Durham, NC 27704"
320319,"Creekside Elementary, Durham",Durham,Durham,"5321 Ephesus Church Road, Durham, NC 27707"
320320,Glenn Elementary,Durham,Durham,"2415 E Geer Street, Durham, NC 27704"
320322,Durham's Performance Learning Center,Durham,Durham,"401 North Driver Street, Durham, NC 27703"
320323,Durham School of the Arts,Durham,Durham,"401 North Duke Street, Durham, NC 27701"
320324,"Hillandale Elementary, Durham",Durham,Durham,"2730 Hillandale Road, Durham, NC 27705"
320325,Hillside High,Durham,Durham,"3727 Fayetteville St, Durham, NC 27707"
320327,Hope Valley Elementary,Durham,Durham,"3005 Dixon Road, Durham, NC 27707"
320328,Holt Elementary,Durham,Durham,"4019 Holt School Road, Durham, NC 27704"
320329,Holton Career and Resource Center,Durham,Durham,"401 North Driver St, Durham, NC 27703"
320332,Forest View Elementary,Durham,Durham,"3007 Mount Sinai Road, Durham, NC 27705"
320336,DPS Hospital School,Durham,Durham,"DUMC Room 3605, Durham, NC 27710"
320338,James E Shepard Middle,Durham,Durham,"2401 Dakota Street, Durham, NC 27707"
320339,Lakewood Elementary,Durham,Durham,"2520 Vesson Avenue, Durham, NC 27707"
320340,Little River Elementary,Durham,Durham,"2315 Snow Hill Road, Durham, NC 27712"
320341,Lakeview School,Durham,Durham,"3507 Dearborn Drive, Durham, NC 27704"
320342,Lakewood Montessori Middle,Durham,Durham,"2119 Chapel Hill Rd, Durham, NC 27707"
320343,Lucas Middle,Durham,Durham,"923 Snow Hill Road, Durham, NC 27704"
320344,Fayetteville Street Elementary,Durham,Durham,"2905 Fayetteville Street, Durham, NC 27707"
320346,Lowe's Grove Middle,Durham,Durham,"4418 S Alston Avenue, Durham, NC 27713"
320347,George Watts Elementary,Durham,Durham,"700 Watts Street, Durham, NC 27701"
320348,Mangum Elementary,Durham,Bahama,"9008 Quail Roost Road, Bahama, NC 27503"
320352,Merrick-Moore Elementary,Durham,Durham,"2325 Cheek Road, Durham, NC 27704"
320353,Middle College HS @ DTCC,Durham,Durham,"1637 Lawson Street, Durham, NC 27703"
320354,Morehead Montessori,Durham,Durham,"909 Cobb Street, Durham, NC 27707"
320355,Neal Middle,Durham,Durham,"201 Baptist Road, Durham, NC 27704"
320356,Northern High,Durham,Durham,"117 Tom Wilkinson Road, Durham, NC 27712"
320360,"Oak Grove Elementary, Durham",Durham,Durham,"3810 Wake Forest Road, Durham, NC 27703"
320362,"Parkwood Elementary, Durham",Durham,Durham,"5207 Revere Road, Durham, NC 27713"
320363,E K Powe Elementary,Durham,Durham,"913 9th Street, Durham, NC 27705"
320364,Pearsontown Elementary,Durham,Durham,"4915 Barbee Road, Durham, NC 27713"
320365,"Riverside High, Durham",Durham,Durham,"3218 Rose of Sharon Road, Durham, NC 27712"
320366,Sherwood Githens Middle,Durham,Durham,"4800 Chapel Hill Road, Durham, NC 27707"
320367,R N Harris Elementary,Durham,Durham,"1520 Cooper Street, Durham, NC 27703"
320368,Southern School of Energy and Sustainabi,Durham,Durham,"800 Clayton Road, Durham, NC 27703"
320369,"Sandy Ridge Elementary, Durham",Durham,Durham,"1417 Old Oxford Highway, Durham, NC 27704"
320370,Rogers-Herr Middle,Durham,Durham,"911 Cornwallis Road, Durham, NC 27707"
320372,"Southwest Elementary, Durham",Durham,Durham,"2320 Cook Road, Durham, NC 27713"
320374,C C Spaulding Elementary,Durham,Durham,"1531 S Roxboro Road, Durham, NC 27707"
320376,Spring Valley Elementary,Durham,Durham,"2051 Northern Durham Prky, Durham, NC 27703"
320388,W G Pearson Elementary,Durham,Durham,"3501 Fayettville Street, Durham, NC 27707"
320400,Y E Smith Elementary,Durham,Durham,"2410 E Main Street, Durham, NC 27703"
320701,Hillside New Tech High,Durham,Durham,"3727 Fayetteville St, Durham, NC 27707"
320LEA,Durham Public Schools,Durham,Durham,"511 Cleveland Street, Durham, NC 27701"
32A000,Maureen Joy Charter School,Durham,Durham,"107 South Driver Street, Durham, NC 27703"
32B000,Healthy Start Academy,Durham,Durham,"807 West Chapel Hill Street, Durham, NC 27701"
32C000,Carter Community Charter,Durham,Durham,"1955 West Cornwallis Road, Durham, NC 27705"
32D000,Kestrel Heights School,Durham,Durham,"4900 Prospectus Drive, Durham, NC 27713"
32H000,Research Triangle Charter,Durham,Durham,"2418 Ellis Road, Durham, NC 27703"
32K000,Central Park School For Child,Durham,Durham,"724 Foster Street, Durham, NC 27701"
32L000,Voyager Academy,Durham,Durham,"4302 Ben Franklin Blvd, Durham, NC 27704"
32M000,Global Scholars Academy,Durham,Durham,"311 Dowd St, Durham, NC 27701"
32N000,Research Triangle High School,Durham,Durham,"3106 East NC Highway 54, Durham, NC 27709"
32P000,The Institute Development Young Leaders,Durham,Durham,"4300 S. Miami Blvd., Durham, NC 27703"
32Q000,Reaching All Minds Academy,Durham,Durham,"2703 Holloway St., Durham, NC 27703"
32R000,Excelsior Classical Academy,Durham,Durham,"4100 N Roxboro Street, Durham, NC 27704"
32S000,KIPP Durham College Preparatory,Durham,Durham,"1107 Holloway Street, Durham, NC 27701"
330304,G W Bulluck Elementary,Edgecombe,Rocky Mount,"3090 Bulluck School Road, Rocky Mount, NC 27801"
330308,G W Carver Elementary,Edgecombe,Pinetops,"700 East Hamlet Street, Pinetops, NC 27864"
330312,Coker-Wimberly Elementary,Edgecombe,Battleboro,"1619 NC 97 West, Battleboro, NC 27809"
330326,Edgecombe Early College High,Edgecombe,Tarboro,"2009 West Wilson St, Tarboro, NC 27886"
330328,North Edgecombe High,Edgecombe,Tarboro,"7589 NC 33-NW, Tarboro, NC 27886"
330332,"Phillips Middle, Battleboro",Edgecombe,Battleboro,"4371 Battleboro-Leggett Road, Battleboro, NC 27809"
330334,Princeville Elementary,Edgecombe,Tarboro,"710 Panola Street, Tarboro, NC 27886"
330340,South Edgecombe Middle,Edgecombe,Pinetops,"230 Pinetops-Crisp Road, Pinetops, NC 27864"
330344,W A Pattillo Middle,Edgecombe,Tarboro,"501 East Ave, Tarboro, NC 27886"
330348,West Edgecombe Middle,Edgecombe,Rocky Mount,"6301 Nobles Mill Pond Road, Rocky Mount, NC 27801"
330350,SouthWest Edgecombe High,Edgecombe,Pinetops,"5912 NC 43 North, Pinetops, NC 27864"
330354,Stocks Elementary,Edgecombe,Tarboro,"400 Hope Lodge Street, Tarboro, NC 27886"
330358,Tarboro High,Edgecombe,Tarboro,"1400 Howard Avenue, Tarboro, NC 27886"
330360,Martin Millennium Academy,Edgecombe,Tarboro,"400 E Johnston St, Tarboro, NC 27886"
330LEA,Edgecombe County Public School,Edgecombe,Tarboro,"2311 North Main Street, Tarboro, NC 27886"
33A000,North East Carolina Prep,Edgecombe,Tarboro,"274 Husky Trail, Tarboro, NC 27886"
340308,Ashley Academy,Forsyth,Winston-Salem,"1647 Ashley School Circle, Winston-Salem, NC 27105"
340311,Atkins Academic & Tech High,Forsyth,Winston-Salem,"3605 Old Greensboro Road, Winston-Salem, NC 27101"
340314,Bolton Elementary,Forsyth,Winston Salem,"1250 Bolton Street, Winston Salem, NC 27103"
340320,Brunson Elementary,Forsyth,Winston Salem,"155 N Hawthorne Road, Winston Salem, NC 27104"
340326,Caleb's Creek Elementary,Forsyth,Kernersville,"1109 Salem Crossing Rd, Kernersville, NC 27284"
340330,Carver High,Forsyth,Winston Salem,"3545 Carver School Road, Winston Salem, NC 27105"
340332,Career Center,Forsyth,Winston Salem,"910 Highland Court, Winston Salem, NC 27101"
340334,Cash Elementary,Forsyth,Kernersville,"4700 Old Hollow Road, Kernersville, NC 27284"
340336,Carter High School,Forsyth,Winston Salem,"851 Highland Court, Winston Salem, NC 27101"
340344,Childrens Center,Forsyth,Winston Salem,"2315 Coliseum Drive, Winston Salem, NC 27106"
340348,Clemmons Elementary,Forsyth,Clemmons,"6200 Bingham Avenue, Clemmons, NC 27012"
340350,Clemmons Middle School,Forsyth,Winston-Salem,"3785 Fraternity Church Road, Winston-Salem, NC 27127"
340351,Cook Literacy Model School,Forsyth,Winston-Salem,"920 11th Street NW, Winston-Salem, NC 27105"
340354,The Downtown School,Forsyth,Winston Salem,"601 N Cherry Street, Winston Salem, NC 27101"
340362,Early College of Forsyth Co,Forsyth,Winston Salem,"2100 Silas Creek Prky, Winston Salem, NC 27103"
340364,East Forsyth High,Forsyth,Kernersville,"2500 W Mountain Street, Kernersville, NC 27284"
340366,East Forsyth Middle School,Forsyth,Kernersville,"810 Bagley Drive, Kernersville, NC 27284"
340368,Easton Elementary School,Forsyth,Winston Salem,"734 E Clemmonsville Road, Winston Salem, NC 27107"
340372,"Flat Rock Middle, Winston-Salem",Forsyth,Winston-Salem,"4648 Ebert Rd, Winston-Salem, NC 27284"
340376,"Forest Park Elementary, Winston-Salem",Forsyth,Winston Salem,"2019 Milford Street, Winston Salem, NC 27107"
340380,Gibson Elementary,Forsyth,Winston-Salem,"2020 Walker Road, Winston-Salem, NC 27106"
340382,Robert B Glenn High School,Forsyth,Kernersville,"1600 Union Cross Road, Kernersville, NC 27284"
340384,Griffith Elementary,Forsyth,Winston Salem,"1385 W Clemmonsville Road, Winston Salem, NC 27127"
340385,Main Street Academy,Forsyth,Winston-Salem,"2700 S Main Street, Winston-Salem, NC 27127"
340390,Hall-Woodward Elementary,Forsyth,Winston Salem,"125 Nicholson Road, Winston Salem, NC 27107"
340392,Hanes Magnet School,Forsyth,Winston Salem,"2355 Pleasant St, Winston Salem, NC 27107"
340398,Homebound/ Hospital Education,Forsyth,Winston-Salem,"2020 E. 12th Street, Winston-Salem, NC 27101"
340400,Ibraham Elementary,Forsyth,Winston Salem,"5036 Old Walkertown, Winston Salem, NC 27105"
340403,"Jefferson Elementary, Winston-Salem",Forsyth,Winston-Salem,"4000 Jefferson School Lane, Winston-Salem, NC 27106"
340406,Thomas Jefferson Middle,Forsyth,Winston-Salem,"3500 Sally Kirk Road, Winston-Salem, NC 27106"
340416,Kernersville Elementary,Forsyth,Kernersville,"512 W Mountain Street, Kernersville, NC 27284"
340420,Kernersville Middle,Forsyth,Kernersville,"110 Brown Road, Kernersville, NC 27284"
340424,Kimberley Park Elementary,Forsyth,Winston Salem,"1700 Old Cherry Street, Winston Salem, NC 27105"
340426,Kimmel Farm Elementary,Forsyth,Winston-Salem,"4672 Ebert Rd, Winston-Salem, NC 27284"
340427,Kingswood School,Forsyth,Winston-Salem,"1001 Reynolda Road, Winston-Salem, NC 27104"
340428,Konnoak Elementary,Forsyth,Winston Salem,"3200 Renon Road, Winston Salem, NC 27127"
340430,Diggs-Latham Elementary,Forsyth,Winston Salem,"986 Hutton Street, Winston Salem, NC 27101"
340432,Lewisville Elementary,Forsyth,Lewisville,"150 Lucy Lane, Lewisville, NC 27023"
340436,Lowrance Middle,Forsyth,Winston Salem,"3605 Old Greensboro Road, Winston Salem, NC 27101"
340440,Meadowlark Elementary,Forsyth,Winston-Salem,"401 Meadowlark Drive, Winston-Salem, NC 27106"
340442,Meadowlark Middle,Forsyth,Winston-Salem,"301 Meadowlark Drive, Winston-Salem, NC 27106"
340446,Middle College of Forsyth Cnty,Forsyth,Winston-Salem,"2100 Silas Creek Parkway, Winston-Salem, NC 27103"
340447,Middle Fork Elementary,Forsyth,Walkertown,"3125 Williston Road, Walkertown, NC 27051"
340448,"Mineral Springs Elementary, Winston-Salem",Forsyth,Winston Salem,"4527 Ogburn Avenue, Winston Salem, NC 27105"
340452,Mineral Springs Middle,Forsyth,Winston Salem,"4559 Ogburn Avenue, Winston Salem, NC 27105"
340453,Moore Magnet Elementary,Forsyth,Winston Salem,"451 Knollwood Street, Winston Salem, NC 27103"
340454,Mount Tabor High School,Forsyth,Winston Salem,"342 Petree Road, Winston Salem, NC 27106"
340457,Frank Morgan Elementary,Forsyth,Clemmons,"3210 Village Point Drive, Clemmons, NC 27012"
340460,North Forsyth High,Forsyth,Winston Salem,"5705 Shattalon Drive, Winston Salem, NC 27105"
340462,North Hills Elementary,Forsyth,Winston-Salem,"340 Alspaugh Drive, Winston-Salem, NC 27105"
340464,Northwest Middle,Forsyth,Winston Salem,"5501 Murray Road, Winston Salem, NC 27106"
340472,Old Richmond Elementary,Forsyth,Tobaccoville,"6315 Tobaccoville Road, Tobaccoville, NC 27050"
