code,name,county,city,full_address
810360,Harris Elementary School,Rutherford,Forest City,"3330 US 221 S Hwy, Forest City, NC 28043"
810364,Mt. Vernon-Ruth Elementary School,Rutherford,Forest City,"2785 Hudlow Road, Forest City, NC 28043"
810370,Pinnacle Elementary School,Rutherford,Rutherfordton,"1204 Painters Gap Road, Rutherfordton, NC 28139"
810378,R-S Middle School,Rutherford,Rutherfordton,"545 Charlotte Rd, Rutherfordton, NC 28139"
810384,R-S Central High School,Rutherford,Rutherfordton,"641 Hwy 221 North, Rutherfordton, NC 28139"
810385,Rutherford Early College High School,Rutherford,Spindale,"286 ICC Loop Road, Spindale, NC 28160"
810386,Rutherford Opportunity Center,Rutherford,Forest City,"140 Old Caroleen Road, Forest City, NC 28043"
810388,Rutherfordton Elementary School,Rutherford,Rutherfordton,"201 Bob Hardin Road, Rutherfordton, NC 28139"
810396,Spindale Elementary School,Rutherford,Spindale,"161 N Oak St, Spindale, NC 28160"
810400,Sunshine Elementary School,Rutherford,Bostic,"231 Toney Road, Bostic, NC 28018"
810LEA,Rutherford County Schools,Rutherford,Forest City,"382 West Main Street, Forest City, NC 28043"
81A000,Thomas Jefferson Class Academy,Rutherford,Mooresboro,"2527 US 221A Hwy, Mooresboro, NC 28114"
81B000,Lake Lure Classical Academy,Rutherford,Lake Lure,"1058 Island Creek Rd., Lake Lure, NC 28746"
820312,Roseboro Elementary,Sampson,Roseboro,"180 Butler Island Road, Roseboro, NC 28382"
820320,Clement Elementary,Sampson,Autryville,"3220 Maxwell Rd, Autryville, NC 28318"
820324,Sampson Early College High,Sampson,Clinton,"1801 Sunset Ave, Clinton, NC 28329"
820340,Hargrove Elementary,Sampson,Faison,"7725 Faison Hwy, Faison, NC 28341"
820346,Hobbton Elementary,Sampson,Newton Grove,"12361 Hobbton Hwy, Newton Grove, NC 28366"
820347,Hobbton Middle,Sampson,Newton Grove,"12081 Hobbton Hwy, Newton Grove, NC 28366"
820348,Hobbton High,Sampson,Newton Grove,"12201 Hobbton Hwy, Newton Grove, NC 28366"
820349,Lakewood High,Sampson,Salemburg,"245 Lakewood School Rd, Salemburg, NC 28385"
820350,"Midway Elementary, Dunn",Sampson,Dunn,"15375 Spiveys Corner Highway, Dunn, NC 28334"
820352,Midway High,Sampson,Newton Grove,"15274 Spiveys Corner Highway, Newton Grove, NC 28366"
820354,Midway Middle,Sampson,Dunn,"1115 Roberts Grove Road, Dunn, NC 28334"
820364,Plain View Elementary,Sampson,Dunn,"4140 Plain View Hwy, Dunn, NC 28334"
820370,Union Middle,Sampson,Clinton,"455 River Road, Clinton, NC 28328"
820372,Roseboro-Salemburg Middle,Sampson,Roseboro,"305 West Pleasant Street, Roseboro, NC 28382"
820376,Salemburg Elementary,Sampson,Salemburg,"404 E. College Street, Salemburg, NC 28385"
820384,"Union Elementary, Clinton",Sampson,Clinton,"10400 Taylors Bridge Hwy, Clinton, NC 28328"
820385,Union Intermediate,Sampson,Clinton,"1190 Edmond Matthis Road, Clinton, NC 28328"
820388,Union High,Sampson,Rose Hill,"1189 Kader Merritt Road, Rose Hill, NC 28458"
820LEA,Sampson County Schools,Sampson,Clinton,"437 Rowan Rd, Clinton, NC 28328"
821304,Butler Avenue Elementary,Sampson,Clinton,"301 Butler Ave, Clinton, NC 28328"
821308,Clinton High,Sampson,Clinton,"340 Indian Town Road, Clinton, NC 28328"
821316,Langdon C Kerr Elementary,Sampson,Clinton,"112 Kimbrough Rd, Clinton, NC 28328"
821320,Sampson Middle,Sampson,Clinton,"1201 W Elizabeth St, Clinton, NC 28328"
821330,Sunset Avenue Elementary,Sampson,Clinton,"505 Sunset Ave, Clinton, NC 28328"
821LEA,Clinton City Schools,Sampson,Clinton,"300 Westover Rd, Clinton, NC 28328"
830304,Carver Middle,Scotland,Laurel Hill,"18601 Fieldcrest Road, Laurel Hill, NC 28351"
830312,Covington Street Elementary,Scotland,Laurinburg,"615 W Covington St, Laurinburg, NC 28352"
830316,Shaw Academy,Scotland,Laurinburg,"18700 Old Wire Road, Laurinburg, NC 28352"
830320,I E Johnson Elementary,Scotland,Laurinburg,"815 McGirts Bridge Road, Laurinburg, NC 28352"
830328,Laurel Hill Elementary,Scotland,Laurel Hill,"11340 Old Wire Road, Laurel Hill, NC 28351"
830336,North Laurinburg Elementary,Scotland,Laurinburg,"831 N Gill St, Laurinburg, NC 28352"
830343,Scotland High School,Scotland,Laurinburg,"1000 West Church St, Laurinburg, NC 28352"
830348,Scotland Early College High,Scotland,Laurinburg,"1700 Dogwood Mile, Laurinburg, NC 28352"
830349,Spring Hill Middle,Scotland,Laurinburg,"22801 Airbase Road, Laurinburg, NC 28352"
830356,South Scotland Elementary,Scotland,Laurinburg,"17200 Barnes Bridge Rd, Laurinburg, NC 28352"
830360,Wagram Elementary,Scotland,Wagram,"24081 Main Street, Wagram, NC 28396"
830364,Sycamore Lane Elementary,Scotland,Laurinburg,"2100 Sycamore Lane, Laurinburg, NC 28352"
830LEA,Scotland County Schools,Scotland,Laurinburg,"322 S Main St, Laurinburg, NC 28352"
840302,Albemarle High,Stanly,Albemarle,"311 Park Ridge Road, Albemarle, NC 28001"
840303,Albemarle Middle,Stanly,Albemarle,"1811 Badin Road, Albemarle, NC 28001"
840304,Aquadale Elementary,Stanly,Norwood,"11707 NC Hwy 138, Norwood, NC 28128"
840308,Badin Elementary,Stanly,Badin,"47 Henderson St, Badin, NC 28009"
840310,"Central Elementary, Albemarle",Stanly,Albemarle,"206 N 3rd Street, Albemarle, NC 28001"
840312,Endy Elementary,Stanly,Albemarle,"27670 Betty Rd, Albemarle, NC 28001"
840316,East Albemarle Elementary,Stanly,Albemarle,"1813 E Main Street, Albemarle, NC 28001"
