index,code,name_x,county,city,full_address,long,lat,district,name_y,region,grades,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
1424,550322,East Lincoln Middle,Lincoln,Iron Station,"4137 Hwy 73, Iron Station, NC 28080",-81.0940048,35.4757956,,,,,,,,,,
1425,550324,Kiser Intermediate,Lincoln,Lincolnton,"301 Jeb Seagle Drive, Lincolnton, NC 28092",-81.2636703,35.4780494,,,,,,,,,,
1426,550328,Iron Station Elementary,Lincoln,Iron Station,"4207 Hwy 27 E, Iron Station, NC 28080",-82.607021,29.6944631,,,,,,,,,,
1427,550330,LCST,Lincoln,Lincolnton,"1 Timken Dr, Lincolnton, NC 28092",-81.2387175,35.4804809,,,,,,,,,,
1428,550332,Lincolnton High,Lincoln,Lincolnton,"803 N Aspen St, Lincolnton, NC 28092",-81.260353,35.47962,,,,,,,,,,
1429,550334,Lincolnton Middle,Lincoln,Lincolnton,"2361 Startown Road, Lincolnton, NC 28092",-81.2647887,35.5206703,,,,,,,,,,
1430,550336,Love Memorial Elementary,Lincoln,Lincolnton,"1463 Love Memorial Sch Rd, Lincolnton, NC 28092",-81.27549,35.448966,,,,,,,,,,
1431,550340,Childers Elementary,Lincoln,Lincolnton,"2595 Rock Dam Road, Lincolnton, NC 28092",-81.316265,35.480428,,,,,,,,,,
1432,550342,North Brook Elementary,Lincoln,Vale,"642 Hwy 274, Vale, NC 28168",-81.4529566,35.4950086,,,,,,,,,,
1433,550344,North Lincoln High,Lincoln,Lincolnton,"2737 Lee Lawing Road, Lincolnton, NC 28092",-81.1197799,35.5334686,,,,,,,,,,
1434,550348,Pumpkin Center Primary,Lincoln,Lincolnton,"3970 King Wilkinson Road, Lincolnton, NC 28092",-81.1353201,35.5176518,,,,,,,,,,
1435,550349,Pumpkin Center Intermediate,Lincoln,Lincolnton,"3980 King Wilkinson Road, Lincolnton, NC 28092",-81.1353201,35.5176518,,,,,,,,,,
1436,550350,North Lincoln Middle,Lincoln,Denver,"1503 Amity Church Road, Denver, NC 28037",-81.1203833,35.5117033,,,,,,,,,,
1437,550356,Rock Springs Elementary,Lincoln,Denver,"3633 Hwy 16 N, Denver, NC 28037",-81.1899478,35.8728181,,,,,,,,,,
1438,550360,S Ray Lowder Elementary,Lincoln,Lincolnton,"350 Kennedy Dr, Lincolnton, NC 28092",-81.244483,35.463094,,,,,,,,,,
1439,550362,St James Elementary,Lincoln,Denver,"1774 St James Church Road, Denver, NC 28037",-81.0161972,35.4852887,,,,,,,,,,
1440,550364,"Union Elementary, Vale",Lincoln,Vale,"4875 Reepsville Rd, Vale, NC 28168",-81.368549,35.517346,,,,,,,,,,
1441,550368,West Lincoln High,Lincoln,Lincolnton,"172 Shoal Rd, Lincolnton, NC 28092",-81.389974,35.485337,,,,,,,,,,
1442,550372,West Lincoln Middle,Lincoln,Lincolnton,"260 Shoal Rd, Lincolnton, NC 28092",-81.389009,35.482262,,,,,,,,,,
1445,560304,Cartoogechaye Elementary,Macon,Franklin,"3295 Old Murphy Road, Franklin, NC 28734",-83.434981,35.1668258,,,,,,,,,,
1446,560316,East Franklin Elementary,Macon,Franklin,"100 Watauga St, Franklin, NC 28734",-83.37192,35.189442,Macon County Schools,East Franklin Elementary,Western,0K-04,Y,42.4,D,Not Met,44.7,
1447,560320,Franklin High,Macon,Franklin,"100 Panther Drive, Franklin, NC 28734",-83.3821942,35.1764261,,,,,,,,,,
1448,560324,Highlands School,Macon,Highlands,"545 Pierson Dr, Highlands, NC 28741",-83.1966326,35.0470281,,,,,,,,,,
1449,560328,Iotla Valley Elementary,Macon,Franklin,"1166 Iotla Church Road, Franklin, NC 28734",-83.415392,35.228054,,,,,,,,,,
1450,560329,Macon Early College High School,Macon,Franklin,"77 Siler Farm Road, Franklin, NC 28734",-83.3834774,35.1582638,,,,,,,,,,
1451,560330,Macon Middle School,Macon,Franklin,"1345 Wells Grove Rd, Franklin, NC 28734",-83.3583249,35.161215,,,,,,,,,,
1452,560331,Mountain View Intermediate,Macon,Franklin,"161 Clarks Chapel Road, Franklin, NC 28734",-83.3609692,35.1630326,,,,,,,,,,
1453,560332,Nantahala School,Macon,Topton,"213 Windingstairs Rd, Topton, NC 28781",-83.6345508,35.2535879,,,,,,,,,,
1454,560338,South Macon Elementary,Macon,Franklin,"855 Addington Bridge Road, Franklin, NC 28734",-83.401207,35.112609,,,,,,,,,,
1455,560350,"Union Academy, Franklin",Macon,Franklin,"158 Union School Rd, Franklin, NC 28734",-83.399607,35.116606,,,,,,,,,,
1457,570306,Brush Creek Elementary,Madison,Marshall,"265 Upper Brush Creek Road, Marshall, NC 28753",-82.7151272,35.8422761,,,,,,,,,,
1458,570312,Hot Springs Elementary,Madison,Hot Springs,"63 Serpentine Ave, Hot Springs, NC 28743",-82.8319214,35.8922566,,,,,,,,,,
1459,570317,Madison Early College High,Madison,Marshall,"5734 US 25/70 Hwy, Marshall, NC 28753",-82.6757026,35.8142294,,,,,,,,,,
1460,570318,Madison High,Madison,Marshall,"5740 US Hwy 25-70, Marshall, NC 28753",-82.6729452,35.8149074,,,,,,,,,,
1461,570319,Madison Middle,Madison,Marshall,"95 Upper Brush Creek Rd, Marshall, NC 28753",-82.7147888,35.8397785,,,,,,,,,,
1462,570320,Mars Hill Elementary,Madison,Mars Hill,"200 School House Lane, Mars Hill, NC 28754",-82.551614,35.8345131,,,,,,,,,,
1464,580308,Williamston Primary,Martin,Williamston,"400 West Blvd, Williamston, NC 27892",-77.0733337,35.8426174,Martin County Schools,Williamston Primary,Northeast,PK-02,Y,64.5,D,,,
1465,580312,E J Hayes Elementary,Martin,Williamston,"201 Andrews St, Williamston, NC 27892",-77.0624277,35.84707,Martin County Schools,E J Hayes Elementary,Northeast,5-Mar,Y,58.2,D,Met,44.5,
1466,580316,East End Elementary,Martin,Robersonville,"1121 Third Street Extension, Robersonville, NC 27871",-77.243127,35.823213,Martin County Schools,South Creek Elementary,Northeast,PK-05,Y,64.8,F,Not Met,33.1,
1467,580320,Edna Andrews Elementary,Martin,Hamilton,"306 S Horton St, Hamilton, NC 27840",-77.2072556,35.9395977,,,,,,,,,,
1468,580324,Jamesville Elementary,Martin,Jamesville,"1220 Hardison St, Jamesville, NC 27846",-76.9010842,35.8097313,,,,,,,,,,
1469,580344,South Creek High,Martin,Robersonville,"21077 NC Hwy 903, Robersonville, NC 27871",-77.243593,35.856241,Martin County Schools,South Creek Middle/High,Northeast,12-Jun,Y,52.5,D,Not Met,29.6,73.1
1470,580350,South Creek Middle,Martin,Robersonville,"21230 NC 903, Robersonville, NC 27871",-77.248028,35.855769,,,,,,,,,,
1471,580356,Rodgers Elementary,Martin,Williamston,"2277 Rodgers School Rd, Williamston, NC 27892",-77.077079,35.781898,,,,,,,,,,
1472,580368,"Riverside High, Williamston",Martin,Williamston,"1260 Godwin Ave, Williamston, NC 27892",-77.0677912,35.8387841,,,,,,,,,,
1473,580372,Riverside Middle,Martin,Williamston,"2920 US Hwy 17, Williamston, NC 27892",-77.067263,35.81482,Martin County Schools,Riverside Middle,Northeast,8-Jun,Y,54.3,D,Not Met,39,
1476,590306,Eastfield Global Magnet,McDowell,Marion,"170 Eastfield School Road, Marion, NC 28752",-81.9861154,35.6863463,,,,,,,,,,
1477,590310,East McDowell Middle,McDowell,Marion,"676 State Street, Marion, NC 28752",-81.9961737,35.6870892,,,,,,,,,,
1478,590316,"Glenwood Elementary, Marion",McDowell,Marion,"1545 Old Hwy 221 South, Marion, NC 28752",-81.9812778,35.6130893,,,,,,,,,,
1479,590320,"Marion Elementary, Marion",McDowell,Marion,"209 Robert Street, Marion, NC 28752",-82.0064233,35.6910575,,,,,,,,,,
1480,590328,McDowell Early College,McDowell,Marion,"54 College Drive, Marion, NC 28752",-81.9620476,35.6555866,,,,,,,,,,
1481,590330,McDowell High,McDowell,Marion,"600 McDowell High School Dr, Marion, NC 28752",-82.0361162,35.6967833,,,,,,,,,,
1482,590332,Nebo Elementary,McDowell,Nebo,"254 Nebo School Road, Nebo, NC 28761",-81.9290138,35.7148183,,,,,,,,,,
1483,590336,North Cove Elementary,McDowell,Marion,"401 American Thread Road, Marion, NC 28752",-82.0338885,35.7890234,,,,,,,,,,
1484,590340,Old Fort Elementary,McDowell,Old Fort,"128 Mauney Avenue, Old Fort, NC 28762",-82.179297,35.625723,,,,,,,,,,
1485,590344,Pleasant Gardens Elementary,McDowell,Marion,"100 John Roach Drive, Marion, NC 28752",-82.070596,35.691933,,,,,,,,,,
1486,590352,West Marion Elementary,McDowell,Marion,"820 Marler Road, Marion, NC 28752",-82.0604747,35.6209016,,,,,,,,,,
1487,590356,West McDowell Middle,McDowell,Marion,"346 West McDowell Junior High Road, Marion, NC 28752",-82.0392233,35.6987982,,,,,,,,,,
1488,590393,McDowell,McDowell,Marion,"176 Lukin St, Marion, NC 28752",-82.0279397,35.6598365,,,,,,,,,,
1490,600300,Albemarle Road Elementary,Mecklenburg,Charlotte,"7800 Riding Trail Rd, Charlotte, NC 28212",-80.729483,35.197161,,,,,,,,,,
1491,600301,Albemarle Road Middle,Mecklenburg,Charlotte,"6900 Democracy Dr, Charlotte, NC 28212",-80.729263,35.199266,Charlotte-Mecklenburg Schools,Albemarle Road Middle,Southwest,8-Jun,Y,49.1,D,Met,43.1,
1492,600302,Ardrey Kell High,Mecklenburg,Charlotte,"10220 Ardrey Kell Rd, Charlotte, NC 28277",-80.8272254,35.0299517,,,,,,,,,,
1493,600305,J M Alexander Middle,Mecklenburg,Huntersville,"12010 Hambright Rd, Huntersville, NC 28078",-80.8382067,35.3761224,Charlotte-Mecklenburg Schools,J M Alexander Middle,Southwest,8-Jun,N,52.4,D,Not Met,48.5,
1494,600308,Allenbrook Elementary,Mecklenburg,Charlotte,"1430 Allenbrook Dr, Charlotte, NC 28208",-80.9151119,35.261705,Charlotte-Mecklenburg Schools,Allenbrook Elementary,Southwest,PK-05,Y,73.4,F,Not Met,30.4,
1495,600311,Ashley Park PreK-8 School,Mecklenburg,Charlotte,"2401 Belfast Dr, Charlotte, NC 28208",-80.891217,35.232769,Charlotte-Mecklenburg Schools,Ashley Park PreK-8 School,Southwest,PK-08,Y,74.2,D,Met,31.1,
1496,600312,William Amos Hough High,Mecklenburg,Cornelius,"12420 Bailey Rd, Cornelius, NC 28031",-80.8286096,35.467813,,,,,,,,,,
1497,600313,Bailey Middle,Mecklenburg,Cornelius,"11900 Bailey Rd, Cornelius, NC 28031",-80.8375194,35.4675588,,,,,,,,,,
1498,600314,Bain Elementary,Mecklenburg,Charlotte,"11540 Bain School Rd, Charlotte, NC 28227",-80.6496049,35.173267,,,,,,,,,,
1499,600316,Barringer Academic Center,Mecklenburg,Charlotte,"1546 Walton Rd, Charlotte, NC 28208",-80.88967,35.211871,,,,,,,,,,
1500,600317,Whitewater Middle,Mecklenburg,Charlotte,"10201 Running Rapids Rd, Charlotte, NC 28214",-80.9900735,35.2830935,,,,,,,,,,
1501,600318,Whitewater Academy,Mecklenburg,Charlotte,"11600 White Rapids Rd, Charlotte, NC 28214",-80.9885897,35.2827113,,,,,,,,,,
1502,600319,Berryhill School,Mecklenburg,Charlotte,"10501 Windy Grove Rd, Charlotte, NC 28278",-80.990504,35.213002,,,,,,,,,,
1503,600322,Beverly Woods Elementary,Mecklenburg,Charlotte,"6001 Quail Hollow Rd, Charlotte, NC 28210",-80.83718,35.131326,,,,,,,,,,
1504,600328,Barnette Elementary,Mecklenburg,Huntersville,"13659 Beatties Ford Rd, Huntersville, NC 28078",-80.925014,35.399592,,,,,,,,,,
1505,600329,Briarwood Elementary,Mecklenburg,Charlotte,"1001 Wilann Dr, Charlotte, NC 28215",-80.7655207,35.2518088,,,,,,,,,,
1506,600333,Carmel Middle,Mecklenburg,Charlotte,"5001 Camilla Dr, Charlotte, NC 28226",-80.8043838,35.1288354,,,,,,,,,,
1507,600334,Cato Middle College High,Mecklenburg,Charlotte,"8120 Grier Rd Suite 171-B, Charlotte, NC 28215",-80.7310996,35.265033,,,,,,,,,,
1508,600335,Billingsville Elementary,Mecklenburg,Charlotte,"124 Skyland Ave, Charlotte, NC 28205",-80.8100428,35.1968477,,,,,,,,,,
1509,600336,Chantilly Montessori,Mecklenburg,Charlotte,"701 Briar Creek Rd, Charlotte, NC 28205",-80.800515,35.2077839,,,,,,,,,,
1510,600338,"Clear Creek Elementary, Charlotte",Mecklenburg,Charlotte,"13501 Albemarle Rd, Charlotte, NC 28227",-80.6251468,35.2237822,,,,,,,,,,
1511,600341,Cochrane Collegiate Academy,Mecklenburg,Charlotte,"6200 Starhaven Dr, Charlotte, NC 28215",-80.7503253,35.2461762,Charlotte-Mecklenburg Schools,Cochrane Collegiate Academy,Southwest,12-Jun,Y,50.5,D,Not Met,32.1,83.3
1512,600344,Collinswood Language Academy,Mecklenburg,Charlotte,"4000 Applegate Rd, Charlotte, NC 28209",-80.871415,35.184805,,,,,,,,,,
1513,600345,Community House Middle,Mecklenburg,Charlotte,"9500 Community House Rd, Charlotte, NC 28277",-80.8239031,35.0360965,,,,,,,,,,
1514,600346,Cornelius Elementary,Mecklenburg,Cornelius,"21126 Catawba Ave, Cornelius, NC 28031",-80.863912,35.481845,,,,,,,,,,
1515,600349,Cotswold Elementary,Mecklenburg,Charlotte,"300 Greenwich Rd, Charlotte, NC 28211",-80.797461,35.179362,,,,,,,,,,
1516,600351,Coulwood STEM Academy,Mecklenburg,Charlotte,"500 Kentberry Dr, Charlotte, NC 28214",-80.9446695,35.3039568,,,,,,,,,,
1517,600352,Crown Point Elementary,Mecklenburg,Matthews,"3335 Sam Newell Rd, Matthews, NC 28105",-80.715051,35.159987,,,,,,,,,,
1518,600353,Crestdale Middle,Mecklenburg,Matthews,"940 Sam Newell Rd, Matthews, NC 28105",-80.7177456,35.1285982,,,,,,,,,,
1519,600357,Davidson Elementary,Mecklenburg,Davidson,"635 South St, Davidson, NC 28036",-80.848305,35.489737,,,,,,,,,,
1520,600361,Butler High,Mecklenburg,Matthews,"1810 Matthews-Mint Hill Rd, Matthews, NC 28105",-80.691217,35.120552,,,,,,,,,,
1521,600362,David Cox Road Elementary,Mecklenburg,Charlotte,"4215 David Cox Rd, Charlotte, NC 28269",-80.800904,35.336565,Charlotte-Mecklenburg Schools,David Cox Road Elementary,Southwest,PK-05,Y,44,D,Not Met,40.2,
1522,600364,Military and Global Leadership Academy,Mecklenburg,Charlotte,"1411 Hawthorne Lane, Ste A, Charlotte, NC 28205",-80.8146806,35.2286724,Charlotte-Mecklenburg Schools,Military and Global Leadership Academy,Southwest,12-Sep,Y,35.9,D,Met,33.3,
1523,600365,Devonshire Elementary,Mecklenburg,Charlotte,"6500 Barrington Dr, Charlotte, NC 28215",-80.745853,35.245259,Charlotte-Mecklenburg Schools,Devonshire Elementary,Southwest,0K-05,Y,58.2,D,Not Met,42.4,
1524,600366,Marie G Davis,Mecklenburg,Charlotte,"3351 W Griffith St, Charlotte, NC 28203",-80.876607,35.2025539,Charlotte-Mecklenburg Schools,Marie G Davis,Southwest,0K-08,Y,61.7,D,Not Met,37.7,
1525,600367,Dilworth Elementary,Mecklenburg,Charlotte,"405 E. Park Ave, Charlotte, NC 28203",-80.850803,35.212172,,,,,,,,,,
1526,600368,First Ward Creative Arts Acad,Mecklenburg,Charlotte,"715 N. Caldwell St, Charlotte, NC 28202",-80.832275,35.2291079,,,,,,,,,,
1527,600369,Berewick Elementary,Mecklenburg,Charlotte,"5910 Dixie River Rd, Charlotte, NC 28278",-80.9795023,35.1731827,,,,,,,,,,
1528,600374,Druid Hills Academy,Mecklenburg,Charlotte,"2801 Lucena Ave, Charlotte, NC 28206",-80.8242841,35.2572334,Charlotte-Mecklenburg Schools,Druid Hills Academy,Southwest,PK-08,Y,79.5,F,Not Met,25.8,
1529,600377,East Mecklenburg High,Mecklenburg,Charlotte,"6800 Monroe Rd, Charlotte, NC 28212",-80.7579975,35.1752502,,,,,,,,,,
1530,600379,Eastover Elementary,Mecklenburg,Charlotte,"500 Cherokee Rd, Charlotte, NC 28207",-80.821349,35.196573,,,,,,,,,,
1531,600381,Eastway Middle,Mecklenburg,Charlotte,"1501 Norland Rd, Charlotte, NC 28205",-80.7779054,35.2096706,Charlotte-Mecklenburg Schools,Eastway Middle,Southwest,8-Jun,Y,52.6,D,Met,35.7,
1532,600382,Elizabeth Lane Elem,Mecklenburg,Matthews,"121 Elizabeth Ln, Matthews, NC 28105",-80.747377,35.112388,,,,,,,,,,
1533,600383,Elon Park Elementary,Mecklenburg,Charlotte,"11425 Ardrey Kell Rd, Charlotte, NC 28277",-80.8431416,35.0229671,,,,,,,,,,
1534,600384,Elizabeth Traditional Elem,Mecklenburg,Charlotte,"1601 Park Dr, Charlotte, NC 28204",-80.825625,35.2154171,,,,,,,,,,
1535,600385,Endhaven Elementary,Mecklenburg,Charlotte,"6815 Endhaven Ln, Charlotte, NC 28277",-80.83548,35.066821,,,,,,,,,,
1536,600386,Hawthorne High,Mecklenburg,Charlotte,"1411 Hawthorne Ln, Charlotte, NC 28205",-80.8146806,35.2286724,,,,,,,,,,
1537,600392,Polo Ridge Elementary,Mecklenburg,Charlotte,"11830 Tom Short Rd, Charlotte, NC 28277",-80.7951241,35.0468766,,,,,,,,,,
1538,600394,Francis Bradley Middle,Mecklenburg,Huntersville,"13345 Beatties Ford Rd, Huntersville, NC 28078",-80.9244892,35.3967056,,,,,,,,,,
1539,600397,Garinger High,Mecklenburg,Charlotte,"1100 Eastway Dr, Charlotte, NC 28205",-80.7819839,35.2409597,,,,,,,,,,
1540,600398,Greenway Park Elementary,Mecklenburg,Charlotte,"8301 Monroe Rd, Charlotte, NC 28212",-80.745946,35.157393,Charlotte-Mecklenburg Schools,Greenway Park Elementary,Southwest,PK-05,Y,52.8,D,Not Met,49.2,
1541,600399,Alexander Graham Middle,Mecklenburg,Charlotte,"1800 Runnymede Ln, Charlotte, NC 28211",-80.8329229,35.166814,,,,,,,,,,
1542,600404,Harper Middle College High,Mecklenburg,Charlotte,"315 W Hebron St, Charlotte, NC 28273",-80.895612,35.129643,,,,,,,,,,
1543,600405,Harding University High,Mecklenburg,Charlotte,"2001 Alleghany St, Charlotte, NC 28208",-80.903264,35.2360718,Charlotte-Mecklenburg Schools,Harding University High,Southwest,12-Sep,Y,51.7,D,Not Met,28.4,55.6
1544,600406,Hawk Ridge Elementary,Mecklenburg,Charlotte,"9201 Bryant Farms Rd, Charlotte, NC 28277",-80.825093,35.043548,,,,,,,,,,
1545,600408,Lawrence Orr Elementary,Mecklenburg,Charlotte,"4835 Shamrock Dr, Charlotte, NC 28215",-80.743957,35.225871,,,,,,,,,,
1546,600409,Parkside Elementary,Mecklenburg,Charlotte,"2945 Johnston-Oehler Rd, Charlotte, NC 28269",-80.7583512,35.3596764,,,,,,,,,,
1547,600410,Hickory Grove Elementary,Mecklenburg,Charlotte,"6709 Pence Rd, Charlotte, NC 28215",-80.7171971,35.2264818,,,,,,,,,,
1548,600411,Highland Creek Elementary,Mecklenburg,Charlotte,"7242 Highland Creek Pkwy, Charlotte, NC 28269",-80.763753,35.378176,,,,,,,,,,
1549,600412,Hidden Valley Elementary,Mecklenburg,Charlotte,"5100 Snow White Ln, Charlotte, NC 28213",-80.784279,35.268156,Charlotte-Mecklenburg Schools,Hidden Valley Elementary,Southwest,PK-05,Y,65.6,D,Met,44.1,
1550,600413,Highland Mill Montessori,Mecklenburg,Charlotte,"3201 Clemson Ave, Charlotte, NC 28205",-80.8041242,35.2431875,,,,,,,,,,
1551,600414,Highland Renaissance Academy,Mecklenburg,Charlotte,"125 W Craighead Rd, Charlotte, NC 28206",-80.8036049,35.255572,Charlotte-Mecklenburg Schools,Highland Renaissance Academy,Southwest,PK-05,Y,63.5,D,Not Met,39.6,
1552,600415,Hopewell High,Mecklenburg,Huntersville,"11530 Beatties Ford Rd, Huntersville, NC 28078",-80.9110403,35.3792074,,,,,,,,,,
1553,600416,Hornets Nest Elementary,Mecklenburg,Charlotte,"6700 Beatties Ford Rd, Charlotte, NC 28216",-80.865288,35.324731,Charlotte-Mecklenburg Schools,Hornets Nest Elementary,Southwest,PK-05,Y,49.9,D,Met,43,
1554,600418,Croft Community Elementary,Mecklenburg,Charlotte,"4911 Hucks Rd, Charlotte, NC 28269",-80.805389,35.346554,Charlotte-Mecklenburg Schools,Croft Community Elementary,Southwest,PK-05,N,47.7,D,Not Met,54.2,
1555,600420,Huntersville Elementary,Mecklenburg,Huntersville,"200 Gilead Rd, Huntersville, NC 28078",-80.846714,35.410907,,,,,,,,,,
1556,600422,Huntingtowne Farms Elementary,Mecklenburg,Charlotte,"2520 Huntingtowne Farms Ln, Charlotte, NC 28210",-80.8600057,35.1328044,,,,,,,,,,
1557,600424,Idlewild Elementary,Mecklenburg,Charlotte,"7101 Idlewild Rd, Charlotte, NC 28212",-80.7442757,35.1866332,,,,,,,,,,
1558,600426,Independence High,Mecklenburg,Charlotte,"1967 Patriot Dr, Charlotte, NC 28227",-80.6874383,35.1972437,,,,,,,,,,
1559,600428,James Martin Middle,Mecklenburg,Charlotte,"6301 University Pointe Blvd, Charlotte, NC 28262",-80.7626043,35.2977496,Charlotte-Mecklenburg Schools,James Martin Middle,Southwest,8-Jun,Y,42.5,F,Not Met,32.9,
1560,600429,Morehead STEM Academy,Mecklenburg,Charlotte,"7810 Neal Rd, Charlotte, NC 28262",-80.7761077,35.2968915,,,,,,,,,,
1561,600431,Jay M Robinson Middle,Mecklenburg,Charlotte,"5925 Ballantyne Commons Pkwy, Charlotte, NC 28277",-80.783644,35.062863,,,,,,,,,,
1562,600432,Joseph W Grier Academy,Mecklenburg,Charlotte,"8330 Grier Rd, Charlotte, NC 28215",-80.7255165,35.2678122,Charlotte-Mecklenburg Schools,Joseph W Grier Academy,Southwest,PK-05,Y,44.9,D,Not Met,50.4,
1563,600433,J.V. Washam Elementary,Mecklenburg,Cornelius,"9611 Westmoreland Rd, Cornelius, NC 28031",-80.8669017,35.4661662,,,,,,,,,,
1564,600434,Kennedy Middle,Mecklenburg,Charlotte,"4000 Gallant Ln, Charlotte, NC 28273",-80.9558476,35.153574,,,,,,,,,,
1565,600435,Trillium Springs Montessori,Mecklenburg,Huntersville,"9213 Beatties Ford Rd, Huntersville, NC 28078",-80.8894366,35.3508363,,,,,,,,,,
1566,600436,Lake Wylie Elementary,Mecklenburg,Charlotte,"13620 Erwin Rd, Charlotte, NC 28273",-80.9718245,35.1154747,,,,,,,,,,
1567,600437,Ballantyne Elementary,Mecklenburg,Charlotte,"15425 Scholastic Dr, Charlotte, NC 28277",-80.856065,35.037307,,,,,,,,,,
1568,600438,Lansdowne Elementary,Mecklenburg,Charlotte,"6400 Prett Ct, Charlotte, NC 28270",-80.7817953,35.143217,,,,,,,,,,
1569,600439,"Turning Point Academy, Charlotte",Mecklenburg,Charlotte,"8701 Moores Chapel Rd, Charlotte, NC 28214",-80.950573,35.2739059,,,,,,,,,,
1570,600440,Lebanon Road Elementary,Mecklenburg,Charlotte,"7300 Lebanon Rd, Charlotte, NC 28227",-80.6894716,35.1841645,,,,,,,,,,
1571,600442,Blythe Elementary,Mecklenburg,Huntersville,"12202 Hambright Rd, Huntersville, NC 28078",-80.8353569,35.3764404,,,,,,,,,,
1572,600443,Levine Middle College High,Mecklenburg,Matthews,"2728 Campus Ridge Rd, Matthews, NC 28105",-80.6921554,35.1053146,,,,,,,,,,
1573,600444,Long Creek Elementary,Mecklenburg,Huntersville,"9213-A Beatties Ford Rd, Huntersville, NC 28078",-80.8894366,35.3508363,,,,,,,,,,
1574,600445,Mallard Creek High,Mecklenburg,Charlotte,"3825 Johnston Oehler Rd, Charlotte, NC 28269",-80.7689231,35.3641729,,,,,,,,,,
1575,600446,Mallard Creek Elementary,Mecklenburg,Charlotte,"9801 Mallard Creek Rd, Charlotte, NC 28262",-80.774148,35.33543,,,,,,,,,,
1576,600447,Matthews Elementary,Mecklenburg,Matthews,"200 McDowell Ave, Matthews, NC 28105",-80.7239771,35.1136776,,,,,,,,,,
1577,600448,Martin Luther King Jr Middle,Mecklenburg,Charlotte,"500 Bilmark Ave, Charlotte, NC 28213",-80.7784325,35.2633482,Charlotte-Mecklenburg Schools,Martin Luther King Jr Middle,Southwest,8-Jun,Y,56.2,D,Exceeded,39.8,
1578,600449,McAlpine Elementary,Mecklenburg,Charlotte,"9100 Carswell Ln, Charlotte, NC 28277",-80.828004,35.0819569,,,,,,,,,,
1579,600450,McClintock Middle,Mecklenburg,Charlotte,"1925 Rama Rd, Charlotte, NC 28212",-80.7687239,35.1799531,,,,,,,,,,
1580,600451,McKee Road Elementary,Mecklenburg,Charlotte,"4101 McKee Rd, Charlotte, NC 28270",-80.754907,35.068154,,,,,,,,,,
1581,600453,Merry Oaks International Academy,Mecklenburg,Charlotte,"3508 Draper Ave, Charlotte, NC 28205",-80.7828269,35.2190728,,,,,,,,,,
1582,600454,Metro School,Mecklenburg,Charlotte,"405 S. Davidson St, Charlotte, NC 28202",-80.8423631,35.2193713,,,,,,,,,,
1583,600455,Mint Hill Middle,Mecklenburg,Matthews,"11501 Idewild Rd, Matthews, NC 28105",-80.6982589,35.153238,,,,,,,,,,
1584,600457,Rocky River High,Mecklenburg,Mint Hill,"10505 Clear Creek Commerce Dr, Mint Hill, NC 28227",-80.6406798,35.214061,,,,,,,,,,
1585,600459,Montclaire Elementary,Mecklenburg,Charlotte,"5801 Farmbrook Dr, Charlotte, NC 28210",-80.8672692,35.152272,Charlotte-Mecklenburg Schools,Montclaire Elementary,Southwest,PK-05,Y,43.5,D,Met,34.8,
1586,600461,Lincoln Heights Academy,Mecklenburg,Charlotte,"1900 Newcastle St, Charlotte, NC 28216",-80.8422034,35.2590236,,,,,,,,,,
1587,600462,Mountain Island Lake Academy,Mecklenburg,Charlotte,"7905 Pleasant Grove Rd, Charlotte, NC 28216",-80.9284637,35.3080846,,,,,,,,,,
1588,600463,River Oaks Academy,Mecklenburg,Charlotte,"1015 Mt Holly-Huntersville Rd, Charlotte, NC 28214",-80.9785597,35.3084442,Charlotte-Mecklenburg Schools,River Oaks Academy,Southwest,PK-05,Y,39,D,Not Met,48.6,
1589,600464,Myers Park Traditional,Mecklenburg,Charlotte,"2132 Radcliffe Ave, Charlotte, NC 28207",-80.834373,35.1903132,,,,,,,,,,
1590,600466,Myers Park High,Mecklenburg,Charlotte,"2400 Colony Rd, Charlotte, NC 28209",-80.833111,35.17166,,,,,,,,,,
1591,600468,Nathaniel Alexander Elementary,Mecklenburg,Charlotte,"7910 Neal Rd, Charlotte, NC 28262",-80.7746749,35.2989247,,,,,,,,,,
1592,600471,Nations Ford Elementary,Mecklenburg,Charlotte,"7050 Nations Ford Rd, Charlotte, NC 28217",-80.9062559,35.1561534,Charlotte-Mecklenburg Schools,Nations Ford Elementary,Southwest,PK-05,Y,46.2,D,Not Met,43.9,
1593,600474,Newell Elementary,Mecklenburg,Charlotte,"325 Rocky River Road, West, Charlotte, NC 28213",-80.7535508,35.2867519,Charlotte-Mecklenburg Schools,Newell Elementary,Southwest,0K-05,Y,53.5,D,Met,45.2,
1594,600475,Vaughan Academy of Technology,Mecklenburg,Charlotte,"8601 Old Concord Rd, Charlotte, NC 28213",-80.7336546,35.2857713,,,,,,,,,,
1595,600478,J H Gunn Elementary,Mecklenburg,Charlotte,"7400 Harrisburg Rd, Charlotte, NC 28215",-80.6854883,35.2159386,Charlotte-Mecklenburg Schools,J H Gunn Elementary,Southwest,0K-05,Y,48.5,D,Not Met,42.4,
1596,600479,Northeast Middle,Mecklenburg,Charlotte,"5960 Brickstone Dr, Charlotte, NC 28227",-80.691912,35.198088,,,,,,,,,,
1597,600480,North Mecklenburg High,Mecklenburg,Huntersville,"11201 Old Statesville Rd, Huntersville, NC 28078",-80.833625,35.372836,,,,,,,,,,
