district_from_state,code,name_from_state,region,title_I,percent_EDS,S_P_grade,growth_status,EOG,grad_rate
New Hanover County Schools,650338,Heyward C Bellamy Elem,Southeast,Y,43.1,B,Exceeded,79.3,
New Hanover County Schools,650339,Holly Tree Elementary,Southeast,,31.5,B,Not Met,82.7,
New Hanover County Schools,650340,Isaac M Bear Early College High School,Southeast,,35.4,A,Met,94.8,>95
New Hanover County Schools,650341,John J Blair Elementary,Southeast,Y,49.8,C,Met,67.1,
New Hanover County Schools,650342,John T Hoggard High,Southeast,,28.7,B,Not Met,70,90.9
New Hanover County Schools,650343,Holly Shelter Middle,Southeast,Y,65.4,C,Not Met,57.9,
New Hanover County Schools,650345,Lake Forest Academy,Southeast,,90,ALT,,,
New Hanover County Schools,650346,Mary C Williams Elementary,Southeast,Y,71.1,C,Exceeded,59.3,
New Hanover County Schools,650348,Murrayville Elementary,Southeast,Y,61.9,B,Not Met,69.3,
New Hanover County Schools,650350,M C S Noble Middle,Southeast,,35.7,B,Met,76.7,
New Hanover County Schools,650351,Myrtle Grove Middle,Southeast,Y,49.8,C,Met,65.8,
New Hanover County Schools,650352,New Hanover High,Southeast,,54.6,C,Met,46.9,80.9
New Hanover County Schools,650353,Dr Hubert Eaton Sr Elem,Southeast,,25.4,B,Met,79.2,
New Hanover County Schools,650354,J. C. Roe Center,Southeast,,88.3,ALT,,,
New Hanover County Schools,650355,Career Readiness Academy at Mosley PLC,Southeast,,70.3,ALT,,,
New Hanover County Schools,650356,Ogden Elementary,Southeast,,18.3,A,Met,91.3,
New Hanover County Schools,650362,Pine Valley Elementary,Southeast,Y,55,B,Met,66,
New Hanover County Schools,650364,Roland-Grise Middle,Southeast,,37,B,Not Met,70.5,
New Hanover County Schools,650366,Dr John Codington Elem,Southeast,,28.1,B,Not Met,83.8,
New Hanover County Schools,650368,Sunset Park Elementary,Southeast,Y,90.4,C,Exceeded,46.4,
New Hanover County Schools,650380,Walter L Parsley Elementary,Southeast,,19.1,A,Exceeded,92,
Wake County Schools,920410,East Wake Middle,North Central,Y,71.4,D,Met,37.5,
Edgecombe County Public School,330334,Princeville Elementary,North Central,Y,71.7,D,Met,31.9,
New Hanover County Schools,650394,Wilmington Early College High,Southeast,,48.6,A,Met,89.1,>95
New Hanover County Schools,650395,SEA-Tech,Southeast,,63,B,Exceeded,81,
New Hanover County Schools,650400,Winter Park Model Elementary,Southeast,Y,68.6,C,Met,58.8,
Guilford County Schools,410598,Wiley Accel/Enrichment,Piedmont-Triad,Y,85.9,F,Not Met,22,
New Hanover County Schools,650408,Wrightsville Beach Elem,Southeast,,13.4,A,Met,91,
New Hanover County Schools,650420,College Road Early Childhood Center,Southeast,Y,42.7,B,,,
Greene County Schools,400321,Snow Hill Primary,Southeast,Y,71.8,D,,,
Halifax County Schools,420328,Everetts Elementary S.T.E.M. Academy,Northeast,Y,71.2,F,Met,29.5,
Wake County Schools,920446,Hodge Road Elementary,North Central,Y,71.9,D,Not Met,39.3,
Cumberland County Schools,260404,William H Owen Elementary,Sandhills,Y,72,D,Not Met,46.7,
Granville County Schools,390311,Butner-Stem Elementary,North Central,Y,72,D,Not Met,43.3,
Halifax County Schools,420324,Enfield Middle S.T.E.A.M. Academy,Northeast,Y,72,D,Met,32.8,
Northampton County Schools,660400,Northampton Early College,Northeast,,33.1,B,Met,64.8,
Onslow County Schools,670300,Onslow Early College,Southeast,,31.7,A,Exceeded,>95,
Onslow County Schools,670304,Bell Fork Elementary,Southeast,Y,69.8,C,Not Met,57.3,
Cumberland County Schools,260396,Mary McArthur Elementary,Sandhills,Y,72.1,D,Not Met,41.9,
Onslow County Schools,670310,Carolina Forest Elementary,Southeast,,39.7,C,Not Met,65.1,
Halifax County Schools,420316,Scotland Neck Elementary Leadership Acad,Northeast,Y,76.6,F,Not Met,29.8,
Onslow County Schools,670314,Dixon Elementary,Southeast,,33.8,B,Exceeded,74.6,
Onslow County Schools,670318,Dixon Middle,Southeast,Y,40.6,C,Met,58.4,
Onslow County Schools,670320,Dixon High,Southeast,,36.7,B,Exceeded,62.3,88.3
Onslow County Schools,670321,Hunters Creek Elementary,Southeast,Y,66.1,C,Met,42,
Guilford County Schools,410530,Reedy Fork Elementary,Piedmont-Triad,Y,72.3,D,Not Met,46.2,
Onslow County Schools,670323,Jacksonville Commons Elem,Southeast,Y,68.2,C,Met,50.6,
Onslow County Schools,670324,Jacksonville High,Southeast,,47,B,Met,49.6,88.6
Onslow County Schools,670325,Jacksonville Commons Middle,Southeast,Y,63.5,C,Met,50.9,
Onslow County Schools,670329,Meadow View Elementary,Southeast,Y,56,C,Met,50.4,
Onslow County Schools,670330,Morton Elementary,Southeast,Y,58.9,C,Exceeded,55,
Onslow County Schools,670331,New Bridge Middle,Southeast,,43.8,B,Exceeded,69.2,
Onslow County Schools,670332,Northwoods Elementary,Southeast,Y,72.2,C,Met,47.6,
Onslow County Schools,670333,Northside High,Southeast,,51,B,Exceeded,51.7,91.2
Onslow County Schools,670335,Queens Creek Elementary,Southeast,Y,53.1,B,Exceeded,68.8,
Onslow County Schools,670336,Northwoods Park Middle,Southeast,Y,55.4,C,Met,53,
Wake County Schools,920597,Wakelon Elementary,North Central,Y,72.3,D,Not Met,50.2,
Onslow County Schools,670338,Parkwood Elementary,Southeast,Y,48.1,B,Exceeded,66.1,
Onslow County Schools,670339,Richlands Elementary,Southeast,Y,53,C,Not Met,50.4,
Onslow County Schools,670340,Richlands High,Southeast,,42.9,B,Met,53.9,90.7
Onslow County Schools,670341,Sand Ridge Elementary,Southeast,Y,56.2,C,Exceeded,61.1,
Onslow County Schools,670342,Silverdale Elementary,Southeast,Y,53.5,C,Exceeded,59.4,
Onslow County Schools,670343,Southwest Elementary,Southeast,Y,53.9,C,Met,54.9,
Onslow County Schools,670344,Southwest High,Southeast,,54.1,C,Met,50.3,84.4
Onslow County Schools,670345,Southwest Middle,Southeast,Y,61.4,C,Met,49.5,
Onslow County Schools,670346,Summersill Elementary,Southeast,Y,63.6,C,Exceeded,58.8,
Onslow County Schools,670347,Stateside Elementary,Southeast,Y,42.9,C,Met,52.3,
Onslow County Schools,670350,Swansboro Elementary,Southeast,,36.2,B,Met,72.4,
Onslow County Schools,670351,Swansboro Middle,Southeast,Y,45.9,C,Met,59.6,
Onslow County Schools,670352,Swansboro High,Southeast,,39.5,B,Exceeded,66.4,89.1
Onslow County Schools,670356,Trexler Middle,Southeast,Y,51.4,C,Met,54.3,
Onslow County Schools,670364,White Oak High,Southeast,,47.3,B,Exceeded,56,90.6
Orange County Schools,680304,A L Stanback Middle,North Central,,52.3,C,Met,59.5,
Orange County Schools,680308,Cameron Park Elementary,North Central,,40.3,B,Exceeded,63.4,
Orange County Schools,680310,Cedar Ridge High,North Central,,33.3,B,Exceeded,67,89.5
Harnett County Schools,430380,Wayne Avenue Elem,North Central,Y,71.2,F,Not Met,29.4,
Orange County Schools,680316,Charles W Stanford Middle,North Central,,30.7,C,Not Met,63.8,
Orange County Schools,680324,Efland Cheeks Elementary,North Central,Y,65.9,C,Exceeded,47.6,
Orange County Schools,680327,Gravelly Hill Middle,North Central,,46.6,C,Not Met,54.7,
Orange County Schools,680328,Grady Brown Elementary,North Central,Y,52.1,C,Met,57,
Orange County Schools,680329,Hillsborough Elementary,North Central,,12.7,B,Exceeded,76.7,
Orange County Schools,680330,New Hope Elementary,North Central,Y,61.5,C,Exceeded,47.6,
Orange County Schools,680332,Orange High,North Central,,30.5,B,Met,64.3,90
Orange County Schools,680335,Partnership Academy,North Central,,69.6,ALT,,,
Orange County Schools,680336,Pathways Elementary,North Central,,41.5,C,Met,55.2,
Chapel Hill-Carrboro Schools,681300,Northside Elementary,North Central,Y,46.3,C,Met,57.1,
Chapel Hill-Carrboro Schools,681304,Carrboro Elementary,North Central,Y,31.9,B,Exceeded,75.4,
Chapel Hill-Carrboro Schools,681305,Carrboro High,North Central,,24.3,B,Exceeded,71.6,89.5
Chapel Hill-Carrboro Schools,681308,Chapel Hill High,North Central,,20.3,A,Exceeded,79.8,94.1
Chapel Hill-Carrboro Schools,681309,McDougle Middle,North Central,,26,B,Exceeded,75.9,
Chapel Hill-Carrboro Schools,681310,Seawell Elementary,North Central,,24.5,B,Met,80.8,
Chapel Hill-Carrboro Schools,681311,Ephesus Elementary,North Central,,31.8,B,Met,78,
Chapel Hill-Carrboro Schools,681312,Estes Hills Elementary,North Central,Y,26.2,B,Met,73.8,
Chapel Hill-Carrboro Schools,681314,East Chapel Hill High,North Central,,17.1,A,Exceeded,83.7,92.6
Chapel Hill-Carrboro Schools,681316,FPG Elementary,North Central,Y,41.3,B,Exceeded,70.7,
Chapel Hill-Carrboro Schools,681320,Glenwood Elementary,North Central,Y,23.6,B,Met,81.9,
Chapel Hill-Carrboro Schools,681322,Culbreth Middle,North Central,,24.9,B,Met,74.4,
Chapel Hill-Carrboro Schools,681324,Phillips Middle,North Central,,25.3,B,Exceeded,76.6,
Chapel Hill-Carrboro Schools,681326,McDougle Elementary,North Central,Y,31.9,B,Exceeded,76.9,
Chapel Hill-Carrboro Schools,681328,UNC Hospital School,North Central,,*,I,,,
Chapel Hill-Carrboro Schools,681330,Scroggs Elementary,North Central,,26.4,B,Met,76.8,
Chapel Hill-Carrboro Schools,681332,Morris Grove Elementary,North Central,,17.9,B,Not Met,77.4,
Chapel Hill-Carrboro Schools,681334,Rashkis Elementary,North Central,Y,29.6,B,Met,83.4,
Chapel Hill-Carrboro Schools,681336,Smith Middle,North Central,,22.5,B,Met,77.2,
Chapel Hill-Carrboro Schools,681338,Phoenix Academy High,North Central,,73.8,ALT,,,
Pamlico County Schools,690312,Fred A Anderson Elementary,Southeast,Y,58.6,C,Exceeded,51,
Pamlico County Schools,690316,Pamlico County Middle,Southeast,,48.8,C,Exceeded,56.2,
Pamlico County Schools,690320,Pamlico County High,Southeast,,54.7,C,Met,52.3,94.9
Pamlico County Schools,690324,Pamlico County Primary,Southeast,Y,59.6,C,,,
Pasquotank County Schools,700306,Central Elementary,Northeast,Y,56.2,C,Met,60.4,
Hertford County Schools,460308,Ahoskie Elementary,Northeast,Y,63.7,F,Not Met,34.3,
Pasquotank County Schools,700310,H L Trigg Community,Northeast,,59,ALT,,,
Pasquotank County Schools,700314,Northside Elementary,Northeast,Y,53.9,C,Met,61.4,
Pasquotank County Schools,700316,J C Sawyer Elementary,Northeast,Y,54.1,C,Met,51.1,
Pasquotank County Schools,700317,Northeastern High,Northeast,,53.9,C,Not Met,34,80.8
Durham Public Schools,320362,Parkwood Elementary,North Central,Y,72.5,D,Not Met,36.4,
Cumberland County Schools,260428,Spring Lake Middle,Sandhills,Y,72.7,D,Not Met,37.6,
Gaston County Schools,360438,Lingerfeldt Elementary,Southwest,Y,72.8,D,Met,29.8,
Pasquotank County Schools,700322,River Road Middle,Northeast,Y,67.2,C,Exceeded,46.6,
Pasquotank County Schools,700324,Sheep-Harney Elementary,Northeast,Y,52.3,C,Met,56,
Pasquotank County Schools,700325,Elizabeth City Pasquotank Early College,Northeast,,52.5,B,Met,76.1,
Pasquotank County Schools,700328,Weeksville Elementary,Northeast,Y,56.9,C,Met,64.2,
Pender County Schools,710312,Burgaw Elementary,Southeast,Y,90.6,C,Exceeded,50,
Pender County Schools,710316,Burgaw Middle,Southeast,Y,88.3,C,Met,52.9,
Pender County Schools,710318,Cape Fear Elementary,Southeast,Y,80.9,C,Exceeded,59.7,
Pender County Schools,710320,Cape Fear Middle,Southeast,Y,78.3,C,Not Met,48.4,
Pender County Schools,710321,Heide Trask High,Southeast,,78,C,Met,44,91
Pender County Schools,710323,North Topsail Elementary,Southeast,,34.9,B,Exceeded,76.1,
Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,Southwest,Y,72.9,D,Met,41.8,
Pender County Schools,710326,Pender High,Southeast,,81.5,C,Met,42.4,91
Pender County Schools,710327,Pender Early College High,Southeast,,49.3,A,Exceeded,>95,>95
Pender County Schools,710328,Penderlea Elementary,Southeast,Y,75.5,C,Met,56.1,
Pender County Schools,710332,Rocky Point Elementary,Southeast,Y,89.8,C,Exceeded,56.7,
Pender County Schools,710342,Topsail High,Southeast,,29,B,Met,68.4,93.9
Pender County Schools,710344,Topsail Elementary,Southeast,,22.8,A,Exceeded,83.6,
Pender County Schools,710346,Topsail Middle,Southeast,,28.4,B,Exceeded,76.2,
Pender County Schools,710347,South Topsail Elementary,Southeast,,42.9,B,Exceeded,74.8,
Craven County Schools,250376,West Craven Middle,Southeast,,72.9,D,Not Met,38.7,
Pender County Schools,710350,Surf City Elementary,Southeast,,39.3,B,Met,74.8,
Pender County Schools,710352,Surf City Middle,Southeast,,32.4,B,Met,69.4,
Perquimans County Schools,720304,Perquimans Central,Northeast,Y,62.4,C,,,
Perquimans County Schools,720312,Hertford Grammar,Northeast,Y,55.6,C,Not Met,57.5,
Perquimans County Schools,720316,Perquimans County High,Northeast,,52.4,C,Met,45.5,88.7
Perquimans County Schools,720320,Perquimans County Middle,Northeast,Y,59.7,C,Met,53.3,
Person County Schools,730332,Helena Elementary,North Central,,32.4,B,Exceeded,64.8,
Cumberland County Schools,260440,Sunnyside Elementary,Sandhills,Y,73.1,D,Met,37.2,
Person County Schools,730340,North End Elementary,North Central,Y,57.6,C,Exceeded,55.3,
Wayne County Public Schools,960329,Eastern Wayne Elementary,Southeast,Y,73.1,D,Met,41.6,
Person County Schools,730348,Oak Lane Elementary,North Central,,22.8,C,Not Met,60.5,
Person County Schools,730350,Person Early College Innovation & Ldrshp,North Central,,37.8,C,Met,53.7,
Person County Schools,730352,Person High,North Central,,50.3,C,Not Met,43.4,82.2
Person County Schools,730354,Stories Creek Elementary,North Central,Y,48.2,B,Exceeded,65.8,
Cumberland County Schools,260402,Manchester Elementary,Sandhills,Y,73.2,D,Met,42.7,
Person County Schools,730360,Southern Middle,North Central,,54.4,C,Not Met,58.2,
Person County Schools,730368,Woodland Elementary,North Central,,32.8,B,Exceeded,70.5,
Pitt County Schools,740302,A G Cox Middle,Northeast,Y,48.9,C,Met,60.7,
Pitt County Schools,740304,Ayden Elementary,Northeast,Y,65.6,C,Met,50,
Pitt County Schools,740308,Ayden Middle,Northeast,Y,56.5,C,Not Met,58.8,
Pitt County Schools,740309,Ayden-Grifton High,Northeast,,62,C,Met,36.9,88.3
Iredell-Statesville Schools,490327,East Iredell Middle,Southwest,,73.3,D,Exceeded,39,
Pitt County Schools,740320,Bethel Elementary,Northeast,Y,71.9,C,Met,51.9,
Onslow County Schools,670312,Clyde Erwin Elementary,Southeast,Y,73.3,D,Met,36.6,
Pitt County Schools,740330,Creekside Elementary,Northeast,Y,59.8,C,Exceeded,52.4,
Pitt County Schools,740332,Chicod,Northeast,,33,B,Exceeded,78.9,
Pitt County Schools,740333,D H Conley High,Northeast,,28.9,B,Not Met,60.6,91
Innovative School District,295300,Southside Ashpole Elementary,Sandhills,Y,78,F,Not Met,21.5,
Pitt County Schools,740336,Eastern Elementary,Northeast,Y,59.8,C,Met,60.9,
Pitt County Schools,740337,E B Aycock Middle,Northeast,Y,70.8,C,Met,49.5,
Pitt County Schools,740338,Elmhurst Elementary,Northeast,Y,59.2,C,Met,49.2,
Pitt County Schools,740340,Farmville Middle,Northeast,Y,57.9,C,Met,48.2,
Pitt County Schools,740344,Farmville Central High,Northeast,,49.9,C,Met,44.3,84.5
Harnett County Schools,430308,Angier Elementary,North Central,Y,73.5,D,Exceeded,41.9,
Pitt County Schools,740358,G R Whitfield,Northeast,Y,64.8,C,Met,56.3,
Pitt County Schools,740360,H B Sugg Elementary,Northeast,Y,59,C,,,
Pitt County Schools,740362,Hope Middle,Northeast,,25.9,A,Exceeded,81.5,
Pitt County Schools,740366,Junius H Rose High,Northeast,,47.9,C,Met,52,80.7
Newton Conover City Schools,182328,North Newton Elementary,Northwest,Y,73.6,D,Not Met,43.3,
Pitt County Schools,740374,North Pitt High,Northeast,,61.3,C,Exceeded,43.3,71.8
Guilford County Schools,410586,Washington Elementary,Piedmont-Triad,Y,73.8,D,Exceeded,30,
Pitt County Schools,740376,Pactolus,Northeast,Y,68.8,C,Exceeded,50.1,
Harnett County Schools,430368,North Harnett Primary,North Central,Y,73.8,D,,,
Pitt County Schools,740379,Ridgewood Elementary,Northeast,Y,44.7,B,Exceeded,69.7,
Pitt County Schools,740380,W H Robinson Elementary,Northeast,Y,54.1,B,Exceeded,65.8,
Pitt County Schools,740386,Sam D Bundy Elementary,Northeast,Y,56.2,C,Met,48.4,
Pitt County Schools,740388,South Central,Northeast,,53.4,C,Met,46.5,82.4
Charter Schools,06B000,Marjorie Williams Academy,Northwest,Y,74.1,D,Met,43.2,
Pitt County Schools,740396,Stokes,Northeast,Y,55.6,C,Met,54.3,
Cumberland County Schools,260426,Sherwood Park Elementary,Sandhills,Y,74.1,D,Met,38.3,
Pitt County Schools,740402,Wellcome Middle,Northeast,Y,73.4,C,Exceeded,53.4,
Pitt County Schools,740404,Wintergreen Intermediate,Northeast,Y,36.2,B,Exceeded,79.6,
Pitt County Schools,740406,Wintergreen Primary,Northeast,Y,35,B,,,
Pitt County Schools,740500,Early College High School,Northeast,Y,44.2,A,Exceeded,84.4,
Pitt County Schools,740501,Innovation Early College High,Northeast,,56.6,A,Met,88.9,
Polk County Schools,750304,Tryon Elementary School,Western,Y,36.4,B,Met,81.7,
Polk County Schools,750314,Polk Central Elementary School,Western,Y,41.5,B,Met,73.9,
Polk County Schools,750317,Polk County Early College,Western,,27.6,A,,78.4,>95
Polk County Schools,750318,Polk County High School,Western,,40.9,B,Not Met,61.7,89.9
Polk County Schools,750319,Polk County Middle School,Western,,51.8,B,Exceeded,77.5,
Polk County Schools,750320,Saluda Elementary School,Western,Y,30.5,B,Met,84,
Polk County Schools,750328,Sunny View Elementary School,Western,Y,46.9,C,Met,62.3,
Randolph County Schools,760304,Archdale Elementary,Piedmont-Triad,Y,62,B,Met,71.3,
Randolph County Schools,760308,Braxton Craven Middle,Piedmont-Triad,,46.2,C,Not Met,67,
Randolph County Schools,760316,Coleridge Elementary,Piedmont-Triad,Y,64.6,C,Met,54.6,
Randolph County Schools,760318,Eastern Randolph High,Piedmont-Triad,,62.6,C,Met,33.7,87.4
Randolph County Schools,760320,Farmer Elementary,Piedmont-Triad,Y,56.5,C,Met,53.6,
Northampton County Schools,660320,Gaston Elementary,Northeast,Y,74.1,D,Met,43.6,
Randolph County Schools,760328,Grays Chapel Elementary,Piedmont-Triad,Y,52.5,C,Not Met,66.3,
Randolph County Schools,760329,Hopewell Elementary,Piedmont-Triad,,45.3,B,Met,78.4,
Randolph County Schools,760330,John R Lawrence Elementary,Piedmont-Triad,,42.1,B,Met,69.7,
Randolph County Schools,760331,Level Cross Elementary,Piedmont-Triad,Y,57.3,C,Met,59.2,
Charlotte-Mecklenburg Schools,600311,Ashley Park PreK-8 School,Southwest,Y,74.2,D,Met,31.1,
Randolph County Schools,760336,New Market Elementary,Piedmont-Triad,Y,55.7,C,Met,55.3,
Randolph County Schools,760338,Northeastern Randolph Middle,Piedmont-Triad,,50.3,C,Not Met,54.8,
Randolph County Schools,760339,Providence Grove High,Piedmont-Triad,,41.6,C,Not Met,44.6,91.1
Randolph County Schools,760340,Ramseur Elementary,Piedmont-Triad,Y,55.9,C,Met,62.3,
Randolph County Schools,760344,Randleman Elementary,Piedmont-Triad,Y,70.7,C,Met,58.1,
Randolph County Schools,760348,Randleman High,Piedmont-Triad,,54.4,C,Met,48.1,89.6
Randolph County Schools,760352,Randleman Middle,Piedmont-Triad,,65,C,Exceeded,52.2,
Randolph County Schools,760354,Randolph Early College High,Piedmont-Triad,,37.2,A,Exceeded,>95,>95
Randolph County Schools,760356,Seagrove Elementary,Piedmont-Triad,Y,61.6,C,Met,60.5,
Durham Public Schools,320306,Brogden Middle,North Central,Y,74.2,D,Exceeded,40.2,
Randolph County Schools,760358,Southwestern Randolph High,Piedmont-Triad,,47.7,B,Met,49.3,86.1
Randolph County Schools,760359,Southmont Elementary,Piedmont-Triad,Y,62.8,C,Met,53,
Randolph County Schools,760360,Southwestern Randolph Middle,Piedmont-Triad,,60.1,C,Not Met,51.3,
Randolph County Schools,760364,Tabernacle Elementary,Piedmont-Triad,Y,67.1,B,Exceeded,64.6,
Randolph County Schools,760368,Trindale Elementary,Piedmont-Triad,Y,56.1,B,Exceeded,70.5,
Randolph County Schools,760376,Trinity Elementary,Piedmont-Triad,Y,60,B,Exceeded,68,
Randolph County Schools,760378,Archdale-Trinity Middle,Piedmont-Triad,,46,C,Not Met,54.3,
Randolph County Schools,760380,Trinity High,Piedmont-Triad,,43.2,B,Exceeded,63.1,88.6
Guilford County Schools,410331,Bluford Elementary,Piedmont-Triad,Y,74.3,D,Met,30.8,
Randolph County Schools,760388,Wheatmore High,Piedmont-Triad,,31.4,B,Met,59.9,91.2
Asheboro City Schools,761304,Asheboro High,Piedmont-Triad,,66.1,B,Met,55.6,88.3
Asheboro City Schools,761308,South Asheboro Middle,Piedmont-Triad,Y,67.2,C,Not Met,55.4,
Asheboro City Schools,761312,Balfour Elementary,Piedmont-Triad,Y,86.2,C,Exceeded,60.2,
Asheboro City Schools,761320,Charles W McCrary Elementary,Piedmont-Triad,Y,88.4,C,Exceeded,46.6,
Asheboro City Schools,761321,Donna L Loflin Elementary,Piedmont-Triad,Y,84.1,C,Met,45.3,
Asheboro City Schools,761328,Guy B Teachey Elementary,Piedmont-Triad,Y,66.7,B,Met,65.9,
Asheboro City Schools,761332,Lindley Park Elementary,Piedmont-Triad,Y,72.5,C,Met,53.5,
Asheboro City Schools,761336,North Asheboro Middle,Piedmont-Triad,Y,88.5,C,Met,46.5,
